id,category_id,views,likes,dislikes,comment_count
23931,23,1985776,19858,4156,2996
23932,10,6576190,107101,5890,6068
23933,10,3341589,33935,1848,1684
23934,24,4130885,336462,4797,32309
23935,28,852371,19153,522,1903
23936,28,1317633,16406,1326,5352
23937,15,410460,6084,1583,1092
23938,15,1577450,33808,958,5611
23939,23,3035158,170787,3111,9488
23940,24,1583620,8138,511,917
23941,25,771568,16312,765,1096
23942,15,772086,15662,177,1079
23943,10,18323783,356785,29109,23038
23944,24,1129870,19598,1854,4509
23945,27,351991,29718,100,3496
23946,17,578416,2004,1595,1134
23947,26,285213,20376,193,3899
23948,24,369487,1770,357,160
23949,27,2982517,171636,1860,9558
23950,1,22546976,295631,14980,53401
23951,26,774012,39835,328,3535
23952,26,261520,19333,145,744
23953,23,2138878,138044,1193,11859
23954,22,3087952,90028,1958,3881
23955,24,2226333,131363,4743,11459
23956,26,1207635,50742,2460,3427
23957,27,563514,14935,878,1278
23958,23,1646592,18929,1843,3744
23959,26,538635,20914,3354,3920
23960,24,539911,21140,431,1560
23961,10,722009,84227,739,8663
23962,24,177839,5791,60,391
23963,23,802945,38061,727,2438
23964,1,1096809,26534,2822,4738
23965,23,2000203,89569,2066,5003
23966,10,125112,10784,124,916
23967,17,386450,3149,226,669
23968,24,371602,12535,5071,1768
23969,26,954389,25754,629,717
23970,24,531285,12087,241,290
23971,26,1267850,72128,2858,8151
23972,24,854432,35842,517,5147
23973,24,11161971,218633,5211,18871
23974,17,640434,1910,162,1101
23975,25,2740785,49073,2037,27280
23976,22,1737821,43125,1079,2160
23977,24,354015,15189,341,1961
23978,22,300843,27409,84,1060
23979,26,415196,17519,531,1014
23980,10,4511599,273542,5865,20139
23981,22,309268,14322,230,1625
23982,24,398191,12956,247,3242
23983,22,3433597,152158,1925,10518
23984,24,654257,23632,4712,2208
23985,10,200534,8142,222,670
23986,15,727128,9909,856,1308
23987,24,197586,2679,113,533
23988,24,2191643,411748,1435,31884
23989,24,558329,13541,1049,2275
23990,1,525797,502,67,76
23991,23,449645,5587,100,224
23992,27,236393,9791,88,828
23993,24,756037,12006,1085,1082
23994,24,672017,14679,335,1316
23995,25,423976,6879,1868,1875
23996,10,35218973,1506788,84074,140396
23997,17,8050783,239071,7904,18397
23998,10,2562782,133718,1012,10772
23999,24,1483151,22099,1801,0
24000,22,2388482,146903,21653,30706
24001,19,619864,24857,310,2700
24002,23,1755004,49522,3478,3932
24003,26,371642,18856,436,4574
24004,10,2849816,360306,2819,39919
24005,24,2822463,47668,3741,7158
24006,17,2026827,28553,3710,4246
24007,28,538938,4075,297,911
24008,23,1265875,58943,2538,4397
24009,24,1086984,46647,351,2461
24010,24,401402,7860,269,661
24011,24,4303102,11415,2010,2916
24012,28,262702,9689,209,911
24013,24,812403,19868,2540,3894
24014,26,783712,38182,967,2657
24015,23,438680,46981,271,8994
24016,24,387849,6541,698,1388
24017,24,176529,11225,193,2656
24018,26,203254,8051,182,1074
24019,10,15845395,890385,8460,161513
24020,1,1342483,7066,242,432
24021,24,225590,8630,126,728
24022,24,3315192,46629,5558,4846
24023,27,518516,27636,469,2949
24024,10,169124,7432,126,413
24025,24,1435322,82032,2754,19684
24026,23,2491405,182136,3772,7783
24027,24,373003,7775,727,1438
24028,1,300716,3609,186,269
24029,17,707999,8744,207,455
24030,17,150839,5575,105,844
24031,28,2990724,120542,1461,7759
24032,26,788491,39314,603,2068
24033,26,2775029,183985,3855,9723
24034,24,3829925,114838,8182,16681
24035,10,762372,16534,399,482
24036,24,587694,30656,1732,3005
24037,15,414882,12911,497,989
24038,22,1967156,73612,1371,7602
24039,24,2731544,48940,7282,8595
24040,20,3666161,213500,6792,14330
24041,10,52180728,637267,54981,30283
24042,27,146856,5555,107,400
24043,10,3125402,172509,4461,9903
24044,24,2612612,30659,1097,1701
24045,10,8538927,311781,8987,37065
24046,23,408667,11780,701,1266
24047,24,2092853,261707,5179,135344
24048,24,10093668,91999,27249,17198
24049,28,1122569,79657,2278,7286
24050,26,181523,3925,55,193
24051,26,155584,4908,141,614
24052,20,3219605,75188,3393,27657
24053,10,14937243,683251,21860,47859
24054,10,1779137,41485,3024,3160
24055,10,1565169,42747,437,916
24056,20,5286418,193234,30385,45873
24057,1,559953,4912,93,334
24058,24,337122,7424,235,992
24059,20,843512,15662,1094,15916
24060,28,967088,26753,839,2146
24061,22,360753,18494,918,1679
24062,23,4807512,111866,3883,9136
24063,10,610679,27289,333,1262
24064,26,266977,6598,362,906
24065,24,372961,7999,1038,1798
24066,26,409784,11830,241,778
24067,1,309312,8991,278,1031
24068,28,1080282,38904,1355,6846
24069,10,1138373,29337,698,901
24070,10,4336200,131390,8870,8419
24071,27,430057,12836,394,2936
24072,28,724779,25085,1163,4721
24073,24,1487010,29233,2573,4830
24074,10,863500,26271,1120,1575
24075,10,392588,9284,594,1309
24076,26,196840,5714,601,896
24077,27,787005,20083,1947,3963
24078,22,341307,11446,55,555
24079,23,1515334,117170,834,9286
24080,28,3623148,25410,465,1689
24081,26,512959,19458,412,1568
24082,28,463719,1751,14,88
24083,24,712183,15098,936,2770
24084,26,448806,21676,718,1554
24085,24,230281,18664,363,1480
24086,1,275780,1548,168,153
24087,24,819989,11752,466,2058
24088,26,423991,21779,598,13634
24089,24,2167506,38567,1566,4763
24090,22,1831571,71910,2356,4954
24091,22,1990322,52587,2491,4338
24092,15,256903,10501,159,1012
24093,1,764217,15757,223,467
24094,1,7482189,145542,5796,18269
24095,26,288042,13919,309,481
24096,1,3104607,85417,2437,9338
24097,10,986647,18658,359,1571
24098,24,481276,1367,839,436
24099,28,945298,15648,1355,4149
24100,22,2409987,50125,1153,2446
24101,24,635511,20211,690,1996
24102,24,3779019,4755,305,499
24103,26,348328,17465,303,1523
24104,17,199385,3007,80,527
24105,22,4066110,131958,1821,10883
24106,27,209672,10893,110,698
24107,22,350491,31249,186,2154
24108,24,2855956,37621,1483,5127
24109,28,6992640,91524,17371,0
24110,17,501064,4430,91,685
24111,24,392155,2066,1259,800
24112,24,763927,14275,359,925
24113,26,541583,20058,347,3602
24114,28,1062124,0,0,0
24115,26,146125,3971,114,371
24116,27,803414,25205,446,2091
24117,24,502910,29945,283,919
24118,10,11114935,1760519,10748,178683
24119,24,340750,11201,163,1077
24120,17,222976,5359,316,361
24121,22,165024,11746,80,686
24122,17,1413179,25757,741,1418
24123,28,506688,14262,6973,3428
24124,10,791528,22320,809,1445
24125,24,1776383,29869,1677,4251
24126,10,932496,69654,614,5695
24127,27,739499,23190,412,1861
24128,27,519042,10803,630,823
24129,28,1057556,22666,1386,3354
24130,24,158957,18186,64,917
24131,22,636531,23608,445,1347
24132,10,881492,32388,484,1427
24133,1,5751961,284613,5393,17212
24134,27,1538007,19853,1584,6770
24135,28,589489,12429,153,540
24136,1,275957,4614,193,190
24137,24,391852,13038,248,4544
24138,22,318839,16090,293,644
24139,24,1036529,18768,1224,1657
24140,15,422586,22248,211,1635
24141,23,822369,36353,944,2192
24142,19,810549,14945,3507,3324
24143,26,404843,16471,776,1097
24144,23,2033802,20217,4233,3027
24145,10,7022562,110151,6144,6216
24146,10,3770674,36119,1996,1722
24147,24,4159065,337616,4811,32303
24148,28,861822,19323,532,1904
24149,28,1353109,16766,1370,5417
24150,15,443675,6434,1668,1224
24151,15,1585496,33924,961,5615
24152,23,3148434,173415,3166,9667
24153,24,1587545,8157,511,916
24154,15,801597,16086,182,1102
24155,10,19998243,371137,30159,23556
24156,24,19716689,975715,9118,127045
24157,1,525039,6030,214,407
24158,23,1708038,107778,1000,11442
24159,24,2164758,60951,3102,16558
24160,23,1668355,28470,1858,1463
24161,26,493496,8151,322,697
24162,28,692006,22148,1435,2452
24163,25,211898,1778,196,469
24164,10,1709292,125754,1435,10724
24165,24,449388,10488,271,853
24166,26,806099,26869,4522,4868
24167,24,716764,25582,568,1806
24168,23,1907955,20951,2526,4325
24169,26,184718,7550,143,712
24170,23,1048751,42975,972,2775
24171,10,627239,51158,724,2752
24172,24,2251644,17242,530,2175
24173,10,320608,17766,289,1276
24174,24,3311448,49237,1832,1996
24175,26,144121,7142,116,716
24176,27,285508,12469,233,686
24177,1,1332018,30829,3421,5743
24178,23,2130488,93599,2187,5269
24179,17,456972,3689,260,742
24180,24,978670,38420,672,5400
24181,25,242848,11135,301,1136
24182,26,1349420,33751,838,921
24183,24,478405,14678,5210,2171
24184,23,293147,4165,90,291
24185,26,1392632,76341,3460,8657
24186,17,763000,2187,261,1163
24187,23,1197826,57075,766,3161
24188,10,162446,10489,235,463
24189,25,3110326,52822,2251,30059
24190,22,1903772,45066,1360,2404
24191,24,404772,16308,419,2225
24192,10,292602,9830,290,827
24193,24,780422,17430,379,1819
24194,22,341767,29057,113,1082
24195,26,473544,18819,634,1073
24196,10,5161538,290559,6511,20795
24197,22,340864,15093,265,1719
24198,24,465108,13907,350,3532
24199,15,1087693,13800,1301,1853
24200,24,753344,26110,5341,2480
24201,1,723555,14400,169,611
24202,22,3595550,156992,2023,10936
24203,24,241215,3316,151,665
24204,24,2357747,429897,1537,32641
24205,1,781035,718,137,95
24206,27,269878,10425,110,882
24207,24,850683,13219,1145,1195
24208,27,268548,13967,127,1217
24209,24,704672,14999,1179,2562
24210,24,805918,17033,399,1534
24211,23,545974,6261,115,244
24212,17,8515654,244656,8139,18934
24213,10,3025368,140678,1186,11225
24214,24,1669974,23244,1914,0
24215,22,2467397,149149,22066,31332
24216,10,39770100,1592490,89677,145338
24217,19,664929,26263,322,2789
24218,10,3254009,374378,3006,40942
24219,23,1812359,50234,3597,4020
24220,26,387314,19264,454,4633
24221,24,2959693,49683,3916,7403
24222,17,2071315,28831,3774,4317
24223,28,610570,4519,341,964
24224,24,1271600,52603,415,2728
24225,23,1341921,61358,2612,4576
24226,24,424034,8112,285,655
24227,28,270805,9939,211,948
24228,23,491800,49440,297,9368
24229,26,817903,39300,1026,2715
24230,24,403301,6668,712,1423
24231,24,5544823,13961,3027,3739
24232,24,856305,20748,2574,4004
24233,24,184163,11430,209,2703
24234,26,207728,8135,187,1081
24235,10,17017392,919930,8880,170020
24236,1,1590586,7276,253,482
24237,24,244479,9370,137,783
24238,24,3423400,47769,5673,4415
24239,10,194487,7730,131,418
24240,24,1589536,90068,2995,21575
24241,23,2554984,184975,3811,7898
24242,24,380829,7847,736,1488
24243,17,726747,8886,212,462
24244,1,309864,3642,190,284
24245,17,157718,5686,112,894
24246,28,3054346,121477,1482,7833
24247,26,799423,39561,610,2088
24248,26,2863209,187890,3953,9857
24249,10,1003988,19177,486,512
24250,24,3898249,116212,8272,16916
24251,24,601729,31118,1745,3060
24252,22,2020895,74671,1397,7791
24253,15,436696,13154,510,998
24254,24,2826690,49904,7391,8740
24255,20,3738696,215291,6856,14441
24256,10,55788936,665927,57511,31105
24257,27,148675,5613,108,405
24258,10,3277066,175828,4533,10041
24259,24,2716286,31525,1114,1743
24260,10,9410655,322734,9357,37746
24261,23,424884,11956,715,1284
24262,24,2128508,264835,5210,136746
24263,24,10457323,93805,27576,17328
24264,26,206188,4334,63,225
24265,28,1134847,80116,2298,7351
24266,26,159774,4993,142,616
24267,20,3253164,75483,3411,27800
24268,10,16407659,700309,22609,48301
24269,10,1710157,44078,449,916
24270,10,1863547,42589,3159,3248
24271,20,5400534,194978,30752,46395
24272,1,589732,5068,95,336
24273,10,719093,29573,371,1306
24274,24,347519,7624,242,999
24275,22,366833,18660,930,1690
24276,26,270038,6645,366,908
24277,20,847017,15676,1099,15942
24278,24,381912,8108,1039,1803
24279,26,423556,12148,246,797
24280,1,316097,9085,280,1035
24281,10,4697573,136473,9068,8585
24282,10,1240582,30873,722,958
24283,28,855737,27844,1438,5150
24284,27,434430,12893,396,2962
24285,28,1084820,38993,1359,6852
24286,26,200121,5771,603,913
24287,27,838332,20943,2068,4090
24288,10,902532,27264,1145,1590
24289,22,353276,11944,56,576
24290,10,416234,9500,608,1333
24291,23,1550361,118489,844,9330
24292,28,3674880,25851,475,1723
24293,28,471608,1774,14,88
24294,26,547067,20415,439,1643
24295,24,748313,15535,971,2804
24296,26,455403,21880,722,1564
24297,24,2190599,38870,1570,4810
24298,24,822952,11783,467,2067
24299,24,233708,18805,365,1482
24300,1,280099,1572,172,162
24301,26,425849,21842,603,13642
24302,22,2013620,52937,2498,4369
24303,22,1842399,72172,2359,4980
24304,15,282736,11105,177,1033
24305,1,7546285,146271,5822,18365
24306,26,304246,14619,328,515
24307,1,3150065,85944,2453,9342
24308,10,1020284,19084,369,1614
24309,28,949210,15680,1362,4164
24310,24,483597,1375,845,437
24311,22,2445835,50613,1170,2460
24312,26,351205,17559,304,1531
24313,24,648021,20483,696,2029
24314,24,3802925,4825,312,509
24315,17,201507,3016,80,527
24316,22,4117221,132967,1840,10946
24317,24,2878645,37766,1492,5146
24318,22,356352,31530,186,2159
24319,27,211629,10954,110,699
24320,28,7098929,93582,17475,0
24321,17,509275,4464,90,696
24322,24,394007,2070,1261,800
24323,24,768487,14344,361,925
24324,26,550974,20213,351,3634
24325,26,147863,4030,115,374
24326,27,807602,25273,446,2094
24327,24,524875,30756,284,919
24328,10,11474303,1769262,10907,179084
24329,17,250235,5719,355,394
24330,22,167299,11845,80,692
24331,17,1418091,25804,744,1424
24332,28,508621,14288,7003,3440
24333,10,846920,23180,848,1456
24334,24,1778040,29885,1678,4258
24335,10,956459,70881,627,5784
24336,27,525644,10917,633,824
24337,28,1065047,22770,1394,3374
24338,24,161101,18308,64,927
24339,22,638991,23677,446,1342
24340,10,937782,32930,493,1436
24341,27,1549476,19955,1586,6787
24342,1,5888043,287889,5431,17322
24343,28,595038,12503,155,541
24344,1,277849,4642,194,192
24345,24,401024,13171,250,4554
24346,22,320756,16159,296,652
24347,24,1040659,18814,1224,1656
24348,15,437061,22452,212,1636
24349,23,825458,36455,946,2192
24350,19,814243,14978,3510,3335
24351,26,410257,16592,779,1112
24352,23,2085977,20609,4302,3114
24353,10,7441922,112910,6146,6276
24354,24,30173222,1242227,16901,158039
24355,17,8053628,212314,17270,24274
24356,22,736843,21385,519,1587
24357,17,629052,6565,236,1406
24358,24,1250660,21567,2543,8889
24359,17,371752,6749,711,1631
24360,1,926002,15061,625,1350
24361,23,258892,4624,81,460
24362,23,861378,73891,1922,8591
24363,20,233958,16911,126,3774
24364,23,2067085,120529,1317,12640
24365,10,1131661,60960,3520,4102
24366,26,841111,12890,597,1310
24367,24,2614403,67591,4022,18720
24368,23,2128122,33693,2264,1813
24369,28,989578,27080,2028,3173
24370,25,393731,3184,470,812
24371,10,2505868,147279,1889,11984
24372,24,1261976,16876,332,766
24373,24,588165,12412,370,1013
24374,26,903921,28939,4869,5198
24375,24,792226,27230,607,1852
24376,24,216070,2034,76,187
24377,23,1992952,21507,2627,4302
24378,24,460897,14764,345,1570
24379,26,237399,8591,254,756
24380,10,938349,61161,949,2952
24381,23,1178272,45309,1085,2805
24382,24,496129,47459,763,4741
24383,15,189047,16839,74,1286
24384,17,174245,3600,223,551
24385,24,242979,6046,97,462
24386,24,3123421,19391,688,2522
24387,10,480700,23122,407,1511
24388,27,368571,14332,307,779
24389,26,186792,8322,160,825
24390,1,1500855,33552,3750,6255
24391,26,1634912,40202,1021,1092
24392,23,2210918,96026,2249,5430
24393,17,497609,3908,280,772
24394,24,549258,15579,5261,2364
24395,24,1043436,39565,774,5498
24396,17,459556,4850,322,3178
24397,15,218306,15535,108,788
24398,25,283745,12552,390,1297
24399,26,1448688,78097,3738,8830
24400,23,1377081,61217,888,3319
24401,10,255842,12585,314,590
24402,10,364657,10984,352,881
24403,22,1995022,46245,1488,2512
24404,25,3313121,54312,2318,31114
24405,24,435846,16882,473,2351
24406,24,1014780,19945,446,2027
24407,22,371604,30034,131,1103
24408,26,521486,19607,679,1106
24409,1,891651,17338,220,703
24410,15,1443592,17816,1700,2384
24411,10,5730346,304037,6990,21183
24412,22,362395,15602,288,1746
24413,24,503643,14513,385,3641
24414,22,691505,26217,230,808
24415,24,800108,27281,5520,2268
24416,22,3761199,161743,2112,11182
24417,24,271020,3726,164,677
24418,24,2458983,440524,1577,33155
24419,1,1132930,774,147,104
24420,27,280015,10766,118,891
24421,24,804358,16397,1274,2736
24422,24,888329,18387,426,1636
24423,23,598317,6587,123,244
24424,27,285409,14487,128,1242
24425,10,3458494,146787,1289,11574
24426,17,9094014,251296,8428,19497
24427,10,43738208,1658754,94043,148548
24428,10,3633998,385072,3124,41777
24429,22,2543367,151454,22442,31937
24430,23,1399587,62857,2653,4721
24431,19,715036,27919,347,2864
24432,28,649653,4816,362,1013
24433,23,1862796,50834,3663,4073
24434,24,1417134,57279,457,2904
24435,17,2107214,29031,3807,4290
24436,26,400033,19581,470,4685
24437,24,3062649,50976,4025,7566
24438,23,543242,51333,315,9706
24439,24,443922,8318,297,685
24440,24,6151213,15607,3737,4350
24441,28,277821,10194,216,954
24442,24,413937,6741,723,1444
24443,26,850180,40309,1061,2789
24444,24,906915,21968,2620,4100
24445,24,191389,11577,234,2723
24446,26,212115,8222,194,1100
24447,10,18276864,944031,9367,177847
24448,1,1849565,7456,261,515
24449,24,264956,10200,142,820
24450,24,3525034,48830,5770,4477
24451,24,1734465,97376,3247,23139
24452,10,218074,7980,137,428
24453,23,2623124,187800,3845,7937
24454,24,388931,7939,751,1503
24455,1,320865,3665,194,295
24456,17,743934,8992,217,481
24457,17,166647,5824,121,943
24458,28,3107596,122364,1499,7906
24459,26,813870,39936,623,2104
24460,26,2994047,193181,4107,10048
24461,10,1207138,21301,584,559
24462,24,3966380,117643,8359,17034
24463,24,613655,31620,1754,3059
24464,15,452989,13331,520,1027
24465,10,60962220,692723,59965,32006
24466,24,2919117,50785,7506,8906
24467,20,3788443,216387,6913,14512
24468,27,150202,5665,108,405
24469,10,3427708,179048,4599,10150
24470,24,2805605,32356,1129,1763
24471,10,10258028,331758,9736,38513
24472,23,439972,12086,723,1306
24473,24,10856682,96392,27856,17463
24474,26,232458,4833,70,249
24475,28,1142085,80406,2304,7395
24476,26,163599,5045,144,628
24477,20,3292117,75771,3448,27991
24478,10,18176356,718327,23419,48890
24479,10,1838371,45102,471,924
24480,10,1880930,42674,3170,3250
24481,20,5518903,197083,31131,46934
24482,1,611176,5140,102,347
24483,10,831485,31872,412,1371
24484,24,356432,7812,251,1018
24485,22,371467,18780,944,1693
24486,26,273622,6699,368,912
24487,20,848676,15682,1106,15968
24488,26,437414,12445,251,798
24489,24,393598,8224,1040,1825
24490,1,321275,9157,282,1044
24491,10,5070554,141305,9266,8778
24492,10,1333817,32211,752,972
24493,28,1027361,31506,1733,5716
24494,27,438304,12953,397,2979
24495,26,207905,5950,612,933
24496,27,890541,21742,2203,4272
24497,10,946850,28485,1169,1670
24498,22,365027,12380,58,604
24499,10,439426,9697,621,1349
24500,23,1576947,119466,854,9396
24501,28,3718505,26104,478,1731
24502,26,584331,21460,463,1695
24503,28,480443,1806,15,90
24504,24,2215447,39203,1574,4835
24505,26,461616,22072,727,1570
24506,24,826773,11827,469,2068
24507,24,236420,18933,369,1485
24508,1,284870,1596,175,161
24509,26,427771,21891,604,13642
24510,22,2032081,53213,2509,4388
24511,22,1856188,72525,2366,4996
24512,15,303917,11605,187,1047
24513,1,7608830,146746,5842,18409
24514,26,316309,15126,340,521
24515,1,3191887,86426,2464,9432
24516,10,1052880,19555,377,1630
24517,28,951655,15705,1363,4182
24518,24,486911,1380,847,438
24519,22,2494281,51271,1190,2476
24520,24,664016,20765,709,2044
24521,26,354208,17643,304,1533
24522,24,3820114,4859,316,510
24523,17,202920,3024,81,526
24524,22,4183227,134116,1860,11027
24525,24,2898470,37893,1497,5166
24526,22,367435,31721,186,2163
24527,27,213958,11023,112,717
24528,28,7199161,95510,17592,0
24529,17,516214,4495,90,699
24530,24,395229,2072,1261,801
24531,24,774567,14434,362,926
24532,26,562238,20387,357,3651
24533,27,812757,25356,447,2105
24534,10,11852772,1777663,11062,179655
24535,24,547743,31489,288,919
24536,17,269123,5996,383,406
24537,22,169726,11947,80,699
24538,17,1423050,25832,745,1423
24539,28,511315,14349,7047,3445
24540,10,885778,23830,867,1475
24541,24,1779761,29903,1680,4258
24542,10,986598,72552,644,5913
24543,27,535030,11057,637,826
24544,28,1072587,22869,1401,3374
24545,22,641267,23732,446,1370
24546,10,996449,33481,505,1453
24547,27,1563582,20118,1591,6811
24548,1,6013966,290477,5463,17426
24549,28,610581,12597,155,545
24550,1,279585,4658,193,192
24551,24,410327,13307,252,4620
24552,22,322244,16212,297,652
24553,22,2789452,83508,2926,8290
24554,27,1865071,137893,3691,15624
24555,26,404822,22557,1411,1734
24556,24,3520365,255975,3514,22873
24557,17,13697378,312973,29857,33724
24558,17,364182,3759,140,831
24559,24,36112519,1355009,22416,170801
24560,22,1748254,34457,1661,2692
24561,17,757927,10169,2259,2514
24562,24,237817,8448,95,515
24563,24,1728905,25481,4119,9910
24564,1,1129543,19666,801,1686
24565,23,447791,6451,210,616
24566,17,401996,6385,236,430
24567,10,1811013,74579,6617,5433
24568,23,1106696,84104,4004,10506
24569,19,215390,5047,123,589
24570,20,414353,22303,255,4685
24571,24,493898,11834,340,638
24572,26,1312455,19417,927,2132
24573,23,2225855,125253,1455,13093
24574,24,262661,6044,121,545
24575,23,2487743,37724,2530,2030
24576,28,1143432,29524,2324,3433
24577,24,2845610,70871,4452,19675
24578,25,479495,3798,641,1030
24579,24,1451019,18492,441,870
24580,24,558173,15839,484,1713
24581,10,3220014,161115,2184,12509
24582,24,665225,13419,433,1139
24583,15,369197,22110,169,1583
24584,17,421936,7378,547,970
24585,10,1176625,66964,1133,3076
24586,26,964669,30279,5059,5552
24587,24,840224,28320,633,1919
24588,24,268714,2323,119,208
24589,26,269885,9313,313,852
24590,24,165822,3579,70,201
24591,24,326759,8083,152,543
24592,24,577774,51822,964,4998
24593,23,1252428,46618,1151,2862
24594,23,2055800,21874,2648,4297
24595,26,360043,11287,172,1291
24596,10,626043,28016,492,1672
24597,27,419343,15468,329,840
24598,26,211445,8914,186,899
24599,24,3866200,20541,770,2719
24600,23,196934,3929,51,282
24601,26,181093,8950,61,490
24602,1,1633904,35866,3960,6613
24603,26,1839921,44968,1161,1161
24604,23,2266393,97597,2291,5470
24605,24,601228,16039,5284,2438
24606,17,518625,3990,287,786
24607,24,1072184,40146,800,5565
24608,17,523017,5244,374,3503
24609,15,261919,16553,130,788
24610,25,305789,13309,420,1441
24611,26,1482743,79319,3849,8932
24612,23,1477684,63531,934,3414
24613,10,311153,13703,342,651
24614,27,262126,11062,432,774
24615,10,438384,11843,379,960
24616,24,452623,17319,504,2434
24617,25,3392787,55082,2378,31457
24618,22,1548521,58085,465,1409
24619,24,1191881,21694,486,2140
24620,1,1044870,20396,262,795
24621,24,148322,2545,113,225
24622,22,384930,30566,137,1123
24623,26,550450,20193,711,1124
24624,10,6156518,313578,7375,21619
24625,24,523220,14856,397,3693
24626,24,831011,27969,5607,2275
24627,22,375426,15925,297,1783
24628,22,3905383,165638,2195,11431
24629,1,300884,4912,44,262
24630,24,292173,3992,173,687
24631,24,2531615,447346,1615,33434
24632,1,1144998,794,151,103
24633,27,287291,11000,121,901
24634,24,877175,17453,1350,2887
24635,27,295836,14773,129,1268
24636,17,9617675,256695,8667,19999
24637,10,3804400,150924,1372,11771
24638,10,47247436,1706733,97482,151269
24639,10,3943789,392084,3206,42291
24640,22,2619670,153693,22834,32662
24641,23,1445194,64079,2698,4817
24642,19,758561,29731,364,3051
24643,24,1529861,60927,484,3028
24644,23,1901537,51302,3717,4121
24645,17,2132920,29175,3831,4358
24646,28,683778,5049,393,1049
24647,26,409532,19823,481,4727
24648,24,3163208,51867,4132,7733
24649,23,581484,52510,329,9969
24650,24,6535720,16788,4312,5000
24651,24,459212,8458,305,689
24652,28,284696,10379,222,975
24653,26,877964,41123,1097,2809
24654,24,946633,22713,2661,4198
24655,24,420170,6776,728,1448
24656,24,198016,11692,260,2752
24657,26,216467,8293,197,1109
24658,10,19449737,961748,9677,185299
24659,1,2039680,7628,269,525
24660,24,3656163,50171,5857,4540
24661,24,1857154,103235,3448,24469
24662,10,240418,8187,142,444
24663,23,2679373,190208,3880,7995
24664,24,396791,8032,759,1534
24665,1,324751,3672,194,298
24666,17,752602,9059,218,485
24667,17,177740,6072,126,986
24668,28,3145441,122975,1513,7940
24669,26,825627,40244,630,2115
24670,26,3083251,196442,4218,10137
24671,10,1415482,23154,660,577
24672,24,4022115,118767,8414,17245
24673,10,64594661,714816,62029,32727
24674,24,624481,32146,1761,3079
24675,15,464840,13493,526,1035
24676,24,2973190,51356,7545,8998
24677,20,3831164,217380,6942,14616
24678,27,151473,5709,108,412
24679,10,3558564,181599,4640,10261
24680,24,2900766,33216,1149,1781
24681,10,10947271,338804,10062,39043
24682,23,451210,12183,728,1307
24683,24,11150199,98122,28045,17597
24684,26,256100,5263,77,277
24685,28,1148062,80639,2306,7406
24686,26,165453,5083,144,632
24687,10,19832315,734437,24150,49396
24688,20,3319097,76051,3478,28133
24689,10,1963901,46020,494,933
24690,10,1895053,42709,3176,3257
24691,20,5621751,198941,31455,47298
24692,10,929511,33857,433,1382
24693,1,627001,5191,107,347
24694,24,365095,7955,263,1037
24695,22,375618,18874,952,1694
24696,26,277092,6745,372,914
24697,20,850092,15695,1108,15981
24698,26,450866,12725,255,801
24699,24,404032,8344,1043,1859
24700,1,325532,9199,286,1048
24701,10,1405755,33196,766,1010
24702,10,5406173,145276,9427,8907
24703,28,1142121,33646,1941,6052
24704,27,441968,13011,398,3001
24705,26,212441,6024,616,941
24706,22,373816,12703,60,621
24707,23,1599390,120256,863,9446
24708,10,458154,9852,630,1364
24709,10,990612,29706,1198,1718
24710,28,3751127,26283,480,1744
24711,26,617734,22420,487,1753
24712,28,497601,1875,17,93
24713,24,2237102,39435,1578,4867
24714,26,467857,22237,733,1571
24715,24,830218,11850,471,2074
24716,24,239248,19049,371,1478
24717,1,288366,1609,177,161
24718,26,429664,21956,606,13643
24719,22,2051250,53464,2516,4402
24720,22,1871078,72871,2400,5008
24721,15,328318,12111,207,1063
24722,1,7655436,147144,5857,18497
24723,26,326125,15550,346,521
24724,1,3227166,86836,2473,9521
24725,10,1083620,20014,389,1640
24726,24,489552,1385,848,434
24727,22,2560454,52275,1224,2533
24728,24,684106,21157,720,2085
24729,26,356854,17720,306,1536
24730,24,3831690,4900,322,511
24731,22,4244461,135190,1874,11058
24732,24,2913821,37952,1503,5179
24733,22,375799,31890,189,2170
24734,27,216380,11101,112,728
24735,28,7289439,97256,17723,0
24736,17,522854,4518,91,701
24737,26,571803,20556,364,3685
24738,27,817600,25447,452,2114
24739,10,12163782,1784129,11162,180133
24740,24,564951,32030,292,928
24741,17,281678,6171,395,405
24742,22,172301,12038,81,700
24743,17,1426823,25850,747,1423
24744,10,931253,24510,897,1524
24745,10,1010818,73781,656,5994
24746,24,1781312,29914,1680,4262
24747,27,543968,11200,642,839
24748,28,1080339,22984,1407,3393
24749,1,6106813,292251,5483,17562
24750,22,643097,23778,447,1361
24751,10,1045195,34023,515,1459
24752,10,778600,57284,924,4536
24753,20,1644037,42309,1177,13000
24754,24,346236,6588,315,3849
24755,24,728277,13050,763,917
24756,22,4749671,116435,5782,11521
24757,24,317382,2997,617,1036
24758,23,350104,32309,389,3473
24759,23,333728,25413,684,3954
24760,24,677098,18993,1253,4876
24761,24,169684,1680,277,688
24762,27,2510657,166685,4989,19032
24763,26,973053,36510,5770,5088
24764,24,596482,45517,315,5077
24765,17,241446,1617,102,486
24766,23,1790451,179667,1235,7524
24767,24,4262630,284462,4430,25169
24768,26,211615,11419,329,1295
24769,24,290912,8545,332,939
24770,17,17613868,373733,36817,36710
24771,24,39980116,1420086,26136,177598
24772,22,2115619,38290,2074,3081
24773,17,956003,11794,2968,2897
