id,category_id,views,likes,dislikes,comment_count
4585,22,65821,34,10,0
4586,26,128997,4215,96,345
4587,10,131240,4082,1693,1099
4588,24,931841,23398,617,1902
4589,22,275230,24095,135,1050
4590,10,736520,30170,393,1169
4591,24,57465,456,29,176
4592,25,5019,46,1,64
4593,23,135565,6425,245,498
4594,22,329129,12736,396,1623
4595,26,150229,3529,271,574
4596,24,1584020,36077,1603,3155
4597,24,399330,28910,365,1517
4598,25,2304379,35108,24731,19012
4599,1,83301,2636,65,167
4600,24,24782158,1149185,483924,462103
4601,1,1382057,65739,1198,6308
4602,20,660509,10046,533,2243
4603,1,2626520,69894,4546,11647
4604,23,1698230,20562,823,1369
4605,24,439207,13837,121,1052
4606,28,831235,66778,904,14190
4607,26,586007,28194,846,3712
4608,1,928644,24818,700,3735
4609,22,3827461,160965,10125,27706
4610,24,224782,3401,72,387
4611,24,3074711,77981,2638,7017
4612,27,42378,1510,31,276
4613,17,9828746,316976,5797,23221
4614,10,243909,12047,500,1966
4615,24,99577,969,197,223
4616,23,187987,3713,348,644
4617,22,253926,14350,315,477
4618,17,644636,2133,214,1371
4619,26,702349,35307,2197,5273
4620,23,570995,31941,539,1694
4621,23,209123,6975,535,684
4622,25,96255,406,281,908
4623,17,1188917,8303,1079,3363
4624,24,38245,106,101,107
4625,24,190727,14428,118,1389
4626,24,253907,9394,1303,1081
4627,24,295841,5240,113,265
4628,23,30739,705,31,50
4629,23,1117573,59830,441,27486
4630,25,49071,280,458,333
4631,23,163769,14443,125,807
4632,27,533790,20926,1029,4780
4633,24,6133557,58774,4957,10219
4634,24,126172,2048,75,212
4635,24,373695,7672,385,1104
4636,17,1525550,58343,719,10845
4637,24,188537,618,1312,445
4638,10,3629402,520838,8114,63981
4639,25,31711,152,24,375
4640,10,782877,63220,723,6001
4641,26,1222389,41516,1068,14269
4642,24,41433,1100,52,299
4643,24,617338,6952,756,3124
4644,27,179854,8641,310,860
4645,24,52809,1988,111,749
4646,25,50188,346,32,515
4647,25,44955,473,107,637
4648,1,40826,543,43,62
4649,10,2270996,114046,6445,9100
4650,24,892181,38869,479,3681
4651,10,1388263,109424,626,8203
4652,24,686367,16228,754,1551
4653,22,23433,529,4,106
4654,10,48870,1122,36,100
4655,26,226221,7607,205,302
4656,17,12994,37,8,14
4657,17,36922,610,11,160
4658,25,666861,16006,916,3686
4659,23,292528,11371,425,1930
4660,15,46624,1883,28,164
4661,15,889887,22985,355,2434
4662,26,16127761,138238,28873,14458
4663,27,282200,12763,199,2606
4664,27,41703,1553,140,325
4665,25,11053,120,85,216
4666,24,37447,154,33,30
4667,24,346743,8180,240,419
4668,10,79252,1620,132,118
4669,23,468146,14969,1138,951
4670,10,1184825,104781,953,7743
4671,28,1228014,27302,1442,2459
4672,24,3457431,133373,2831,0
4673,24,4440269,57183,8779,13342
4674,23,1015012,88613,690,9338
4675,27,235507,16202,70,733
4676,22,131978,18011,114,1271
4677,17,41057,2596,20,116
4678,26,99432,3364,63,417
4679,26,31200,2281,21,134
4680,24,9387,10,1,6
4681,27,861030,18597,1196,3500
4682,17,33012,0,0,0
4683,24,71333,1547,150,103
4684,25,11210,59,9,0
4685,24,2517178,23547,2000,2563
4686,24,188811,5096,1009,1165
4687,17,66876,534,45,281
4688,24,7135,160,1,11
4689,23,143434,20383,157,766
4690,17,275666,1090,400,337
4691,26,15477,427,18,65
4692,24,73344,2049,234,2147
4693,26,2290485,64462,6031,12920
4694,23,3754401,167512,11882,10764
4695,26,983780,45992,466,5601
4696,28,156101,1754,75,225
4697,22,325488,5840,793,609
4698,17,63895,3688,89,337
4699,10,12692634,521806,7761,22594
4700,19,521205,14606,553,3749
4701,28,205415,5718,199,1037
4702,23,568166,20847,1063,1002
4703,27,662697,21464,614,2783
4704,22,26422,925,37,62
4705,28,12594,48,1,4
4706,17,86264,413,59,388
4707,22,53486,3370,61,791
4708,26,607396,34931,498,2215
4709,10,23445751,1176797,23511,71679
4710,17,207179,1037,23,70
4711,24,8633,99,1,9
4712,24,78024,1608,104,229
4713,1,3888,78,5,36
4714,24,3151412,115118,1543,11877
4715,22,194294,8979,542,1090
4716,24,1583329,46295,812,2788
4717,10,3890910,175056,2263,7075
4718,25,1217,31,4,49
4719,25,22096,168,22,0
4720,27,81532,546,36,137
4721,22,50124,2680,93,246
4722,24,317415,23585,2651,6888
4723,10,519269,19970,554,1208
4724,26,3706524,164188,867,4602
4725,25,1059355,7922,1626,1841
4726,22,1098772,25429,555,943
4727,10,1631480,59734,1602,3748
4728,26,48991,3978,123,717
4729,23,5648,21,2,0
4730,10,32759801,965595,21082,49556
4731,10,882050,31230,820,2332
4732,1,1457835,30373,1207,4401
4733,10,5494994,256176,3276,13667
4734,10,4354512,119181,4160,8989
4735,24,101772,7799,433,457
4736,24,5733829,377105,5418,26772
4737,24,3308190,8333,549,958
4738,22,849814,13150,154,797
4739,22,71715,4746,93,355
4740,2,4806,23,1,6
4741,24,1142300,34235,940,3027
4742,1,74023,3382,77,105
4743,24,89930713,2606662,53011,347982
4744,10,242745,3475,168,160
4745,10,1437447,69410,472,2299
4746,24,225741,1657,263,0
4747,26,247139,8751,222,1028
4748,23,296476,8961,186,1466
4749,10,41714,2096,40,450
4750,24,4110136,293974,2835,24356
4751,10,77518,1196,44,155
4752,10,3511909,0,0,0
4753,10,95044,2451,79,157
4754,10,149801,5575,127,320
4755,25,322802,1013,847,995
4756,24,1316254,1893,138,193
4757,22,1375345,27619,810,1029
4758,24,1257362,7969,1309,1280
4759,15,697581,41328,803,16325
4760,28,3237,161,2,35
4761,10,623149,32256,287,1677
4762,24,1381758,88716,1282,9330
4763,10,25145,1367,10,135
4764,10,5966226,189276,2780,7166
4765,10,271277,23447,132,2590
4766,20,104480,4570,87,459
4767,2,1389924,50058,1125,3206
4768,10,21513,770,4,63
4769,10,1960238,34202,2160,2638
4770,10,154250,15228,79,818
4771,23,4605055,496499,3622,81051
4772,28,10505035,238584,6316,13998
4773,27,277330,8878,239,527
4774,22,1780726,64944,2783,2647
4775,22,1705668,59681,1074,3775
4776,17,103478,4689,385,1041
4777,25,32307,161,18,171
4778,27,7753,29,3,3
4779,28,321277,16503,118,1164
4780,24,559294,20988,629,3018
4781,27,462063,19654,319,1722
4782,10,132580,3480,165,462
4783,24,633524,51353,265,2258
4784,22,487593,38961,285,2656
4785,24,53415,222,10,83
4786,17,395473,11929,139,1796
4787,25,14276,72,36,0
4788,25,899565,2435,887,9
4789,24,136109,2479,573,1243
4790,24,5545698,23966,7807,3308
4791,10,619936,26119,567,1412
4792,1,106731,190,8,32
4793,24,100235,2992,30,299
4794,24,198160,523,339,361
4795,24,374012,17784,480,787
4796,1,3064780,76492,3305,5302
4797,28,317281,6580,221,542
4798,24,958901,7873,362,687
4799,1,89311,599,26,52
4800,26,1458368,109700,1903,13669
4801,24,52611730,1891799,884944,702769
4802,25,299090,10126,456,2807
4803,1,628082,20364,772,3070
4804,27,1006519,92305,5684,17991
4805,22,272166,4921,1478,1068
4806,23,1192992,62344,723,4263
4807,23,595820,18605,212,914
4808,28,159194,8224,407,956
4809,20,35817,1979,356,0
4810,25,437979,17508,6068,5397
4811,24,160142,2140,992,287
4812,10,1796416,219927,1593,17124
4813,20,1074629,12991,1113,3252
4814,22,387113,15127,584,1510
4815,22,316768,20125,595,3030
4816,24,342865,7820,369,439
4817,24,1423146,20731,424,2881
4818,24,106333,2658,65,254
4819,24,385734,7305,266,724
4820,24,734355,18617,227,1522
4821,26,38995,2121,35,129
4822,1,1773987,72704,1526,6957
4823,23,83530,807,63,141
4824,22,90786,2185,247,584
4825,26,338378,25585,472,2012
4826,24,6181,65,7,8
4827,10,198436,3589,145,418
4828,20,443919,17490,513,2682
4829,24,636501,35131,525,2977
4830,25,32172,169,69,26
4831,25,22283,235,82,107
4832,25,141605,1832,684,1301
4833,23,186178,4111,169,600
4834,27,70564,1996,56,359
4835,24,89627,1152,27,353
4836,24,344358,4288,133,488
4837,24,314866,30705,284,1719
4838,23,892385,42132,1008,1928
4839,17,233324,2210,418,1635
4840,28,973452,73303,1109,15323
4841,22,126489,5435,297,1065
4842,25,357352,7969,543,785
4843,22,13110,1977,13,589
4844,2,20188,174,42,31
4845,24,61121,2469,68,420
4846,1,1032261,26060,760,3958
4847,22,4851310,182758,11277,29512
4848,26,650901,30086,925,3922
4849,17,10558591,325479,6104,24107
4850,19,84056,2960,42,248
4851,24,279447,23006,462,1193
4852,24,3710287,84363,2982,7433
4853,22,57963,8740,55,1697
4854,23,226899,23418,167,1709
4855,17,783921,2452,251,1425
4856,22,207573,16507,62,798
4857,10,328057,14182,617,2226
4858,22,196881,14120,84,1701
4859,25,169527,378,36,56
4860,24,50997,137,131,127
4861,25,46993,192,28,434
4862,26,29196,1033,26,95
4863,25,60221,4042,204,559
4864,24,332943,10599,1564,1303
4865,22,282543,15363,346,502
4866,24,26864,375,8,104
4867,25,4378,268,10,19
4868,26,38432,5162,51,286
4869,23,258700,7525,614,742
4870,26,779056,37777,2370,5540
4871,25,105911,430,322,1058
4872,25,113304,688,49,995
4873,24,219577,15843,152,1429
4874,27,610602,22554,1193,5384
4875,23,194107,16115,166,827
4876,17,1263292,8547,1132,3017
4877,24,158172,2384,84,213
4878,10,21953,2314,36,139
4879,22,33565,2947,69,482
4880,23,1158347,61097,457,27516
4881,26,1447059,45456,1204,15745
4882,1,67595,685,54,83
4883,10,4530965,570831,9099,70832
4884,10,21437,1117,13,165
4885,27,215949,9839,363,930
4886,24,7080039,63371,5261,10668
4887,24,404430,8078,399,1230
4888,17,1720892,63275,790,11635
4889,25,51012,284,470,339
4890,10,922662,67203,790,6203
4891,24,193449,625,1326,397
4892,10,74936,1653,52,126
4893,24,676991,7495,794,3114
4894,10,2786678,123270,7142,9700
4895,24,45600,1160,55,306
4896,17,14929,40,13,15
4897,24,56747,2062,120,792
4898,26,26221058,206111,39209,18104
4899,24,52377,173,36,32
4900,10,1644277,116279,723,8394
4901,24,971851,40619,508,4084
4902,22,163261,447,62,57
4903,17,39775,644,12,167
4904,26,254955,8364,221,323
4905,25,14073,69,9,0
4906,24,726273,16667,793,1567
4907,26,58106,2119,15,173
4908,22,23869,1694,18,88
4909,15,53654,1998,32,177
4910,23,314380,11755,447,2173
4911,24,41003,1486,71,699
4912,15,1014561,26215,388,2945
4913,27,295455,13123,205,2650
4914,22,79499,1086,9,201
4915,25,11378,125,86,219
4916,24,353682,8315,240,405
4917,10,1429554,116147,1058,8158
4918,23,475332,15111,1151,946
4919,24,4094101,146340,3104,0
4920,28,1271943,27850,1473,2517
4921,10,87724,1687,143,123
4922,23,1154492,96296,754,9538
4923,27,43940,1615,144,326
4924,28,4636,26,1,0
4925,24,27402,333,4,13
4926,22,139290,18828,119,1310
4927,26,33681,2411,22,138
4928,27,242838,16560,73,642
4929,17,50941,2950,21,124
4930,24,9282,194,1,20
4931,24,9630,12,1,6
4932,26,1485647,73344,966,1079
4933,26,1107,19,2,4
4934,29,1967,19,0,3
4935,22,1208352,54343,4590,8302
4936,17,34794,0,0,0
4937,27,876140,18829,1213,3559
4938,24,3644,18,0,0
4939,24,72340,1564,150,105
4940,1,14651,129,10,44
4941,26,16080,436,18,66
4942,24,192764,5190,1017,1172
4943,24,2929,13,4,1
4944,17,278000,1096,400,318
4945,24,2569653,24000,2040,2562
4946,23,149747,20909,160,793
4947,23,6172,29,4,33
4948,23,3969207,171811,12554,11096
4949,28,14370,51,1,4
4950,26,1012358,46751,486,5676
4951,17,66362,3788,90,338
4952,26,2339107,65470,6075,13164
4953,22,336701,5929,806,631
4954,10,14860998,560637,8596,23365
4955,28,210490,5793,204,1044
4956,24,9803,106,1,10
4957,22,58279,3503,67,811
4958,24,4232,49,4,4
4959,23,582890,21207,1070,999
4960,27,674356,21662,627,2817
4961,17,87774,415,59,395
4962,22,28869,959,40,62
4963,19,554289,15105,567,3855
4964,10,26144104,1217559,24899,73132
4965,17,238914,1078,26,74
4966,28,159575,1767,76,225
4967,24,79736,1631,105,224
4968,26,631310,35839,508,2310
4969,24,3336924,117732,1654,12125
4970,10,4355869,184474,2412,7090
4971,25,1233,32,4,48
4972,24,1666296,49224,859,2855
4973,27,82160,548,36,141
4974,22,51141,2732,94,256
4975,25,22186,168,22,0
4976,1,895352,141731,2413,11279
4977,10,568142,22210,601,1322
4978,10,1904633,63609,1713,3806
4979,24,331575,24324,2678,7014
4980,26,3842533,169168,914,4749
4981,22,1122148,25825,559,961
4982,10,1023627,33521,918,2422
4983,26,50053,4035,126,729
4984,23,5682,21,2,0
4985,10,36101955,998395,22585,50709
4986,10,6262956,266912,3486,13878
4987,1,1516682,30827,1237,4451
4988,10,4423680,120441,4182,9122
4989,24,105681,8012,437,477
4990,24,6041315,383140,5516,27230
4991,24,3337072,8744,561,991
4992,1,75279,3424,77,108
4993,2,4842,23,1,6
4994,10,2213820,100843,723,2889
4995,24,1152361,34441,949,3048
4996,10,271722,3642,178,162
4997,24,91933007,2625661,53709,350458
4998,24,229871,1678,271,0
4999,26,251338,8844,223,1029
5000,10,4514272,238395,9020,35027
5001,24,18184886,399200,17473,58902
5002,24,1236676,96359,1123,11682
5003,1,2841875,18079,2484,7459
5004,20,1287342,26557,1467,1905
5005,26,2537980,149012,2930,18632
5006,26,389888,10015,781,2351
5007,23,1288731,14665,978,2567
5008,20,1388707,44932,691,7905
5009,24,1560395,52033,702,3480
5010,10,3969182,279197,18662,66232
5011,23,240430,4153,99,312
5012,25,690451,18128,968,5937
5013,25,534807,16619,498,2725
5014,22,533590,37514,317,2059
5015,1,890400,24494,1145,3960
5016,10,749158,51420,291,2826
5017,24,283835,5876,128,448
5018,27,1473350,115726,7827,24654
5019,24,297290,3796,150,234
5020,24,75969469,2251797,1127798,827755
5021,28,322714,11797,876,1424
5022,24,115949,1791,125,285
5023,23,1644006,71460,980,5158
5024,1,48436,3791,119,1453
5025,10,985998,241679,793,26259
5026,24,368166,3175,2352,581
5027,20,367796,5196,181,644
5028,24,11299,124,18,33
5029,10,117391,9703,242,1167
5030,24,13350,109,17,28
5031,22,402218,6069,2148,1612
5032,22,118233,13557,135,950
5033,20,580796,74565,218,9685
5034,20,238255,5780,1255,0
5035,25,42292,348,207,238
5036,10,3029189,267850,2234,20223
5037,22,640779,20852,1061,2147
5038,25,119646,2112,3224,4876
5039,24,1800253,24024,546,3570
5040,22,397621,22686,775,3314
5041,20,1392641,14187,1329,3761
5042,10,1006354,81200,424,3640
5043,26,541212,23592,125,1408
5044,22,157049,3756,523,1203
5045,23,15307,2049,40,240
5046,26,871037,62851,1437,98853
5047,24,23481,120,65,50
5048,10,119502,14461,74,1468
5049,10,597878,56306,675,3494
5050,19,163473,4289,81,472
5051,24,39096,1707,26,163
5052,26,593739,36795,760,2695
5053,24,847817,20217,268,1639
5054,2,53978,323,106,91
5055,26,96250,3919,59,648
5056,1,1967515,75835,1663,7526
5057,25,16445,71,63,127
5058,10,265177,4338,191,594
5059,26,837252,33604,1132,5176
5060,20,489858,18419,618,2754
5061,24,719667,37995,664,3182
5062,26,59236,2675,51,172
5063,24,76933,2668,23,178
5064,25,155631,1930,867,1031
5065,22,50799,2948,15,327
5066,27,79229,2141,61,390
5067,17,266456,2357,495,1816
5068,23,204069,4286,203,645
5069,26,50538,1584,39,152
5070,22,158459,5935,351,1144
5071,25,572554,10367,758,939
5072,23,1033232,45672,1131,1987
5073,28,1014674,74889,1172,16121
5074,10,19561,2666,16,290
5075,25,2785,6,3,12
5076,10,243001,50198,200,3914
5077,22,6276242,209694,12514,31540
5078,10,68513,8087,89,700
5079,22,22449,2636,29,765
5080,1,1111583,26748,808,3704
5081,26,678699,30913,968,3877
5082,17,11319116,334495,6430,25199
5083,10,140332,7800,548,1082
5084,25,78804,1878,252,650
5085,24,301637,24039,496,1224
5086,24,4118055,87170,3225,7817
5087,23,256279,24936,189,1791
5088,17,896123,2644,273,1513
5089,22,245367,18818,74,899
5090,25,263038,914,74,89
5091,10,388983,15698,673,2384
5092,24,428100,36298,374,2098
5093,22,208423,14610,88,1783
5094,25,86049,705,206,795
5095,25,67293,4363,213,572
5096,24,52615,143,132,127
5097,25,50219,202,28,452
5098,26,31387,1076,27,96
5099,1,9812,265,2,65
5100,24,359325,10984,1637,1392
5101,26,44490,5705,56,325
5102,22,301125,16143,351,513
5103,24,28598,398,9,141
5104,25,169986,934,70,1087
5105,23,288060,7771,630,740
5106,24,239335,16708,171,1421
5107,27,650253,23345,1285,5497
5108,23,205929,16859,174,666
5109,24,175682,2573,88,252
5110,22,66541,9719,57,1793
5111,17,1303307,8671,1150,3038
5112,10,28995,2512,36,155
5113,22,36435,3111,72,504
5114,23,1178175,61747,465,27560
5115,26,1659070,48827,1315,17479
5116,10,5225795,600844,9651,75714
5117,1,80583,743,62,89
5118,27,239312,10538,387,991
5119,10,1106117,70790,856,6365
5120,17,1852193,65671,824,12174
5121,25,51666,285,475,317
5122,24,425394,8391,408,1271
5123,10,18229,2525,12,354
5124,10,30023,1302,13,195
5125,10,1894240,121701,795,7753
5126,24,195402,630,1330,407
5127,24,717034,7849,810,3242
5128,17,15564,41,13,14
5129,24,47746,1193,55,254
5130,10,97039,2135,62,152
5131,28,4903,26,1,0
5132,24,133433,4974,40,154
5133,24,58764,2104,122,653
5134,22,184352,561,64,58
5135,26,276329,8896,226,150
5136,22,218813,2446,22,305
5137,24,59134,185,38,29
5138,17,41159,658,13,169
5139,24,1077172,42968,552,4367
5140,26,35696409,260515,48163,21468
5141,24,762375,17045,825,1618
5142,25,15338,71,10,0
5143,10,3347735,130439,7669,10461
5144,26,64866,2252,17,177
5145,22,26953,1829,22,92
5146,23,327296,12238,453,2263
5147,22,60072,4671,7,230
5148,10,41535,402,9,39
5149,27,303226,13357,209,2719
5150,15,1130069,29109,412,3301
5151,15,57967,2070,35,168
5152,24,41675,1502,72,674
5153,25,11515,127,87,219
5154,10,1774195,133900,1182,9162
5155,24,358985,8435,241,424
5156,23,1276173,102158,793,9725
5157,27,45509,1665,144,327
5158,10,94391,1731,146,126
5159,28,1306977,28240,1490,2546
5160,23,481878,15210,1162,946
5161,24,4695293,158565,3417,0
5162,26,35353,2487,24,142
5163,24,33235,374,4,16
5164,22,145048,19448,122,1312
5165,24,10310,212,1,21
5166,17,61752,3301,22,131
5167,27,247208,16770,74,635
5168,29,2373,19,0,3
5169,26,2085189,95992,1343,1347
5170,24,9818,13,1,6
5171,25,172948,763,194,1207
5172,26,1280,25,2,5
5173,22,1227610,54782,4640,8382
5174,17,35830,0,0,0
5175,27,889057,19004,1223,3582
5176,24,5295,29,0,0
5177,24,73201,1575,151,108
5178,24,3116,15,4,1
5179,1,15364,141,12,43
5180,24,195501,5234,1023,1171
5181,24,2662658,24741,2068,2708
5182,17,280415,1100,402,316
5183,23,154997,21475,162,814
5184,23,4184160,175935,13032,11482
5185,17,67802,3852,90,334
5186,26,1027805,47164,490,5746
5187,24,10511,110,1,7
5188,26,2392206,66588,6110,13576
5189,22,346931,5995,818,630
5190,22,62415,3622,70,825
5191,28,218006,5864,208,1052
5192,22,30075,971,40,62
5193,23,591389,21427,1079,1009
5194,27,685944,21871,632,2825
5195,10,28860037,1251825,26134,77905
5196,19,583281,15564,589,3938
5197,17,88857,418,60,400
5198,22,3114,14,0,4
5199,17,257584,1131,29,75
5200,24,2707816,75662,9614,21780
5201,10,8404844,341140,16708,44432
5202,24,269145,12202,236,1674
5203,26,838551,50337,823,8814
5204,24,24853980,466879,22152,67102
5205,24,425487,7105,408,701
5206,24,2090215,133668,1762,14250
5207,23,257059,18096,226,1889
5208,26,1225596,18084,1964,4796
5209,1,4532571,34141,5033,12277
5210,23,154042,2954,68,297
5211,10,5448470,313981,26222,76540
5212,24,9423,785,17,129
5213,26,379810,19785,377,2913
5214,24,84275,787,74,77
5215,26,3090438,167927,3287,20818
5216,20,1386188,27478,1583,2148
5217,23,1508280,16037,1332,2786
5218,24,2210008,66089,1034,3948
5219,20,1645836,47771,833,8324
5220,25,813511,21438,814,3560
5221,22,208227,11400,574,1269
5222,22,837698,49884,502,2459
5223,22,336546,10210,2044,3023
5224,24,638911,66386,1704,28589
5225,25,837657,20576,1115,6706
5226,10,1146765,61628,428,3206
5227,24,434184,7867,238,545
5228,10,244129,13160,640,1631
5229,10,1738805,305978,1262,29952
5230,1,92025,5297,254,1777
5231,24,41553,287,139,114
5232,24,479192,4906,328,332
5233,22,216986,19971,254,965
5234,26,130248,9076,259,5947
5235,1,965094,25544,1242,4259
5236,24,100911567,2656659,1353647,682890
5237,24,28937,172,36,45
5238,28,407330,13406,1094,1419
5239,27,1645296,124011,8527,26508
5240,23,34476,3055,114,344
5241,23,1981596,76914,1108,4687
5242,22,205650,5242,62,364
5243,17,90219,1374,38,169
5244,20,451967,5991,237,688
5245,10,1424905,94579,568,3941
5246,26,44618,2978,25,113
5247,24,35372,1513,51,116
5248,22,471503,6614,2380,1700
5249,20,645343,80351,257,7624
5250,26,33074,2327,29,819
5251,20,305040,6849,1745,0
5252,10,3670790,286889,2467,20928
5253,22,35704,8147,43,560
5254,25,47960,368,256,249
5255,25,183733,2897,4786,6458
5256,24,84503,2457,42,207
5257,20,1690498,15272,1486,3196
5258,24,1954191,25199,579,3765
5259,10,936896,67027,989,3665
5260,22,28731,1580,27,198
5261,10,126089,11122,132,722
5262,22,450248,24585,844,2793
5263,26,709986,29213,178,1713
5264,26,697845,41381,849,2941
5265,22,175827,4105,573,1268
5266,24,30840,144,83,55
5267,10,178146,17660,135,1686
5268,26,952170,65667,1619,100088
5269,19,202927,4929,93,423
5270,2,61876,335,111,94
5271,25,36910,195,86,49
5272,10,290850,9945,928,1305
5273,26,109068,4159,68,754
5274,1,2117430,78329,1766,7691
5275,10,302071,4728,205,472
5276,26,923614,35643,1218,5013
5277,24,804970,40537,717,3286
5278,20,512792,18962,652,2779
5279,25,900354,13522,847,1068
5280,22,58544,3124,16,356
5281,26,77538,2150,55,194
5282,10,328611,56700,257,4028
5283,24,84138,2780,23,182
5284,26,65793,2863,53,176
5285,22,182852,6395,382,936
5286,25,159919,1954,907,1061
5287,27,85078,2240,65,396
5288,17,283360,2466,512,1858
5289,22,24719,2818,30,822
5290,23,214449,4356,210,653
5291,23,1142038,47970,1192,2039
5292,10,33273,3792,21,355
5293,28,1044442,76351,1206,16251
5294,25,3033,7,3,12
5295,25,9566,436,16,25
5296,17,12305961,342825,6898,25905
5297,1,1160779,27224,829,3748
5298,26,703306,31636,1001,3944
5299,25,84195,1942,263,605
5300,24,314636,24547,514,1180
5301,22,7968482,232613,13681,32352
5302,25,344792,1215,86,97
5303,23,293270,26527,204,1845
5304,24,528459,41084,437,2291
5305,10,453916,17269,748,2310
5306,22,271534,20227,78,951
5307,1,14152,341,2,80
5308,17,1024594,2797,296,1529
5309,24,29615,405,9,124
5310,22,216932,15002,90,1785
5311,24,4554374,89566,3514,7803
5312,10,38449,1447,17,145
5313,24,53471,148,133,126
5314,25,70146,4489,219,560
5315,25,51736,208,28,462
5316,26,32985,1110,27,88
5317,24,376580,11242,1677,1240
5318,22,315591,16702,357,521
5319,26,48532,6071,58,261
5320,25,198371,1031,72,1230
5321,23,316776,8137,657,808
5322,10,32401,2634,36,162
5323,24,253812,17316,179,1464
5324,23,213629,17330,175,676
5325,27,678112,23904,1358,5694
5326,24,187594,2706,93,269
5327,22,71103,10190,60,1855
5328,17,1334688,8762,1169,3034
5329,24,6051,465,43,63
5330,22,38463,3235,75,507
5331,10,190152,926,40,20
5332,26,1882258,52438,1412,18263
5333,10,5793291,621937,10065,77645
5334,23,1199560,62338,474,27594
5335,1,88917,778,64,88
5336,27,258144,11078,405,1017
5337,10,1253987,73367,915,5934
5338,17,1945844,66923,848,11485
5339,24,441981,8618,418,1292
5340,25,52156,286,475,317
5341,10,21933,2809,16,363
5342,24,196958,632,1336,408
5343,24,221436,7428,64,146
5344,22,409225,4470,37,468
5345,24,49121,1217,58,257
5346,10,2118778,125942,877,8018
5347,17,16113,41,14,13
5348,10,121239,2744,74,184
5349,28,5173,26,2,0
5350,24,741068,8032,815,3298
5351,22,202969,637,68,59
5352,26,292497,9306,236,170
5353,26,45407304,322993,57595,21560
5354,22,28758,1903,25,91
5355,24,63283,187,39,30
5356,25,15889,74,10,0
5357,10,3738147,134834,8046,10555
5358,24,798806,17365,875,1664
5359,24,1182632,45478,592,4638
5360,23,342914,12872,467,2293
5361,22,77353,5916,9,271
5362,22,124439,11642,147,1324
5363,10,48001,450,11,45
5364,15,1240566,31501,435,3433
5365,27,309731,13525,217,2751
5366,15,60571,2122,35,170
5367,24,42101,1511,72,686
5368,10,2056320,145346,1270,9629
5369,25,11647,128,89,218
5370,24,363066,8517,242,430
5371,23,1366939,106340,829,9831
5372,27,46794,1703,145,233
5373,10,100368,1760,151,127
5374,26,36949,2546,24,142
5375,28,1334369,28558,1510,2569
5376,23,489051,15348,1171,975
5377,17,72200,3694,27,136
5378,24,11339,246,1,26
5379,24,11451,69,1,2
5380,22,149879,19909,127,1315
5381,24,37891,405,5,18
5382,29,2492,19,1,3
5383,27,251174,16962,76,634
5384,26,2503011,108077,1605,1338
5385,24,5275288,169795,3706,0
5386,24,9947,14,1,6
5387,25,173696,766,196,1216
5388,22,1247065,55267,4682,8417
5389,26,1370,25,2,5
5390,17,36929,0,0,0
5391,27,901908,19154,1235,3593
5392,1,15693,145,12,43
5393,24,75312,1585,152,105
5394,24,3286,15,4,2
5395,24,197963,5260,1028,1171
5396,24,2787618,25712,2135,2689
5397,24,1774,14,5,10
5398,17,283313,1107,404,317
5399,23,159248,21842,168,829
5400,24,3437722,91331,3451,16434
5401,24,1480152,20593,2873,2883
5402,23,1949212,130808,1886,11613
5403,24,858674,18889,4203,3512
5404,22,2137830,110551,1454,19207
5405,24,678272,19605,539,2560
5406,24,543838,13833,521,1726
5407,23,971920,56030,807,6582
5408,24,3450776,86753,13055,24170
5409,23,484694,26416,419,2344
5410,10,11300167,399203,20223,49233
5411,26,1279901,63959,1331,10789
5412,26,334187,9388,428,941
5413,25,688274,5945,2455,6137
5414,24,696698,10047,821,874
5415,23,525869,23332,675,2172
5416,24,2384983,125016,1150,13874
5417,24,29482615,502660,24722,64761
5418,26,1722301,22758,2591,5769
5419,24,2354528,143680,1949,14646
5420,24,256381,9683,246,352
5421,15,132511,4350,55,176
5422,1,5224168,43002,6229,13915
5423,27,186943,5952,159,519
5424,24,397329,32742,649,1549
5425,23,243279,3962,103,384
5426,22,307666,14694,1096,1851
5427,24,155224,1478,166,135
5428,25,14670,90,23,154
5429,10,6307182,331264,30222,82448
5430,26,509828,23889,517,3091
5431,22,433184,12208,3009,3699
5432,26,3437761,179799,3494,20103
5433,22,80074,12533,196,795
5434,23,1623066,16690,1463,2345
5435,20,1415921,27781,1622,2299
5436,25,937794,23595,930,3944
5437,24,40499,1326,82,767
5438,24,2424154,69743,1171,3310
5439,20,1747013,48804,910,7026
5440,26,76011,4381,43,166
5441,24,563127,5487,397,401
5442,10,376621,15220,976,1909
5443,22,972943,55515,577,2623
5444,10,1491313,68212,568,3014
5445,24,752149,73307,2546,30651
5446,24,59070,365,187,1
5447,24,518107,8837,308,582
5448,1,115629,6043,303,1914
5449,10,2340931,343940,1622,31486
5450,22,259074,22381,301,1028
5451,24,63669,2103,76,156
5452,24,113874632,2811215,1470383,787174
5453,25,890455,21227,1163,6392
5454,22,278477,6129,86,420
5455,26,151039,9801,304,6111
5456,23,47257,3445,139,376
5457,10,1710278,101821,662,3861
5458,24,37185,211,46,51
5459,28,447996,14261,1177,1488
5460,27,1733771,128518,8817,24599
5461,17,106432,1485,48,179
5462,23,2163052,80029,1171,4830
5463,1,995046,26115,1278,4017
5464,23,2824925,219561,996,10577
5465,20,493135,6326,275,721
