,category_id,views,likes,dislikes,comment_count,publish_time
22613,28,561205,7766,399,918,2018-03-06T20:00:04.000Z
22614,24,106415,9254,436,3002,2018-03-06T20:02:37.000Z
22615,17,1167203,23956,626,1261,2018-03-07T00:07:16.000Z
22616,10,7610082,1621717,8605,171022,2018-03-06T15:00:10.000Z
22617,24,270656,9967,142,951,2018-03-06T18:00:01.000Z
22618,28,461346,13383,6077,3335,2018-03-06T15:01:40.000Z
22619,24,1689605,28858,1598,4077,2018-03-05T03:56:27.000Z
22620,26,235014,6244,180,664,2018-03-06T16:00:02.000Z
22621,10,676540,55669,458,4684,2018-03-05T17:00:40.000Z
22622,24,5057587,118913,7132,12691,2018-03-04T18:33:02.000Z
22623,27,570244,19897,327,1593,2018-03-05T16:08:59.000Z
22624,23,1186053,92517,1880,6286,2018-03-05T23:23:37.000Z
22625,10,404172,15492,491,952,2018-03-05T22:00:35.000Z
22626,22,277928,2795,111,283,2018-03-05T15:45:10.000Z
22627,28,933924,21098,1258,3145,2018-03-04T22:34:38.000Z
22628,27,444363,9424,534,742,2018-03-05T17:00:00.000Z
22629,25,537761,3995,1809,1320,2018-03-05T05:20:05.000Z
22630,22,370971,7488,379,410,2018-03-05T19:00:45.000Z
22631,27,448612,22727,143,1324,2018-03-05T16:00:05.000Z
22632,24,445150,3350,805,879,2018-03-05T08:31:35.000Z
22633,22,445879,18100,339,977,2018-03-05T01:15:47.000Z
22634,24,134879,16784,56,910,2018-03-05T11:30:01.000Z
22635,1,237466,4157,176,178,2018-03-04T20:04:54.000Z
22636,27,1387753,18588,1489,6527,2018-03-04T15:00:06.000Z
22637,27,239941,9100,138,1405,2018-03-05T14:00:03.000Z
22638,1,4544048,253355,4922,16011,2018-03-04T00:32:18.000Z
22639,24,345283,2406,395,1053,2018-03-05T03:14:54.000Z
22640,23,2977977,227892,1937,8591,2018-03-05T01:38:25.000Z
22641,10,456595,26344,354,1364,2018-03-05T18:43:22.000Z
22642,24,1610950,19785,1557,1421,2018-03-04T07:18:07.000Z
22643,28,230338,9561,122,478,2018-03-05T12:30:00.000Z
22644,24,93929,315,192,101,2018-03-05T05:16:50.000Z
22645,22,266419,14463,221,607,2018-03-05T07:26:03.000Z
22646,24,327571,8738,844,1462,2018-03-04T14:00:04.000Z
22647,24,210255,10813,188,3357,2018-03-05T05:06:49.000Z
22648,24,968697,17951,1187,1616,2018-03-03T20:00:01.000Z
22649,10,299082,13030,382,1288,2018-03-05T05:00:02.000Z
22650,17,539142,5006,233,1977,2018-03-04T05:32:55.000Z
22651,15,315991,20415,172,1551,2018-03-04T09:00:01.000Z
22652,24,40267,708,101,175,2018-03-05T07:23:17.000Z
22653,23,768620,34852,918,2102,2018-03-03T17:30:00.000Z
22654,19,746367,14340,3464,3218,2018-03-03T15:00:03.000Z
22655,24,66251,569,50,149,2018-03-05T03:24:26.000Z
22656,17,1108366,6294,275,1218,2018-03-03T20:06:38.000Z
22657,26,308946,14157,620,941,2018-03-03T17:00:03.000Z
22658,23,1222117,13528,2742,1913,2018-03-04T00:11:31.000Z
22659,23,123742,5135,281,282,2018-03-03T22:00:52.000Z
22660,22,172266,20679,175,2059,2018-03-03T18:07:30.000Z
22661,28,852196,12011,960,4410,2018-03-03T16:16:15.000Z
22662,24,3787467,317933,4636,31073,2018-03-02T20:08:20.000Z
22663,10,4040949,84906,4480,5377,2018-03-02T14:00:01.000Z
22664,26,128157,5746,295,602,2018-03-03T19:09:49.000Z
22665,26,143551,6001,179,610,2018-03-04T00:35:27.000Z
22666,28,729231,17125,427,1757,2018-03-03T14:43:59.000Z
22667,10,1465587,23969,1188,1448,2018-03-02T14:00:14.000Z
22668,10,25280,550,22,35,2018-03-05T04:59:27.000Z
22669,15,280970,4695,1236,830,2018-03-03T17:00:01.000Z
22670,15,1487387,32546,931,5542,2018-03-02T12:00:03.000Z
22671,15,488643,11587,134,863,2018-03-03T00:00:01.000Z
22672,24,1541718,7960,495,862,2018-03-02T17:09:06.000Z
22673,25,734490,15710,738,1085,2018-03-02T13:15:51.000Z
22674,23,2092972,142830,2524,8239,2018-03-02T15:00:03.000Z
22675,24,5835993,115373,7701,8875,2018-03-01T20:40:54.000Z
22676,26,917494,0,0,0,2018-03-02T18:00:04.000Z
22677,22,1021181,31687,212,1167,2018-03-02T07:00:01.000Z
22678,25,466160,5360,1164,0,2018-03-02T20:24:58.000Z
22679,17,556836,1971,1579,1133,2018-03-02T01:10:17.000Z
22680,24,890467,17473,1714,4190,2018-03-01T23:10:11.000Z
22681,27,283696,26340,70,3174,2018-03-02T23:00:02.000Z
22682,22,333022,29373,161,2755,2018-03-02T21:00:37.000Z
22683,10,9190703,273872,22311,19768,2018-03-01T13:00:05.000Z
22684,24,348941,1708,350,157,2018-03-02T05:00:10.000Z
22685,10,579710,23193,394,921,2018-03-02T08:00:02.000Z
22686,26,253260,19090,169,3469,2018-03-02T22:10:41.000Z
22687,27,2813692,166383,1789,9411,2018-03-01T13:30:51.000Z
22688,28,264408,11983,495,773,2018-03-02T19:10:34.000Z
22689,26,205494,7403,102,357,2018-03-01T20:09:26.000Z
22690,1,19023565,283704,13302,51648,2018-02-28T13:43:42.000Z
22691,26,716635,38087,306,3350,2018-03-01T23:00:01.000Z
22692,28,141761,3135,335,624,2018-03-02T19:40:49.000Z
22693,24,1546162,40653,1883,2603,2018-03-01T14:00:28.000Z
22694,26,228033,17534,136,727,2018-03-01T16:09:55.000Z
22695,23,2049738,134821,1163,11603,2018-03-01T01:27:46.000Z
22696,22,2605693,79418,1699,3447,2018-02-28T23:40:48.000Z
22697,24,246361,5531,171,357,2018-03-01T17:00:52.000Z
22698,24,2107672,127770,4695,11196,2018-02-28T20:00:00.000Z
22699,26,1083977,46715,2196,3232,2018-02-28T19:00:01.000Z
22700,27,534041,14483,851,1268,2018-02-28T19:04:18.000Z
22701,22,298885,5626,249,0,2018-03-01T00:43:04.000Z
22702,24,402598,12884,573,871,2018-02-28T17:00:33.000Z
22703,1,5036160,127158,8443,21916,2018-02-27T22:07:31.000Z
22704,26,63461,3748,39,675,2018-03-01T16:30:25.000Z
22705,26,627275,22288,3506,3027,2018-02-28T21:00:35.000Z
22706,25,168288,1758,50,0,2018-03-01T16:48:11.000Z
22707,26,274907,10551,429,774,2018-02-28T18:20:41.000Z
22708,19,1507973,33855,722,4548,2018-02-28T02:13:58.000Z
22709,22,491691,20999,696,3566,2018-02-28T20:43:50.000Z
22710,23,366671,28140,510,1184,2018-02-28T16:41:19.000Z
22711,20,51588,2597,17,362,2018-03-01T18:24:00.000Z
22712,24,273938,18929,157,1778,2018-02-28T23:10:41.000Z
22713,23,1907271,30026,861,6094,2018-02-27T21:00:01.000Z
22714,10,459495,10465,383,742,2018-02-28T17:05:00.000Z
22715,26,146195,4430,198,459,2018-02-28T20:00:05.000Z
22716,28,235250,2431,70,355,2018-02-28T16:35:25.000Z
22717,23,123720,1294,118,202,2018-02-28T11:00:01.000Z
22718,10,1920451,111605,972,3785,2018-02-27T17:57:36.000Z
22719,24,2895529,233956,4534,31325,2018-02-27T22:02:48.000Z
22720,1,3321804,73259,3712,10079,2018-02-27T20:02:15.000Z
22721,26,175596,11286,250,534,2018-02-28T23:00:01.000Z
22722,26,892313,39874,804,2614,2018-02-27T14:23:18.000Z
22723,1,1063024,23679,942,2263,2018-02-27T17:13:51.000Z
22724,20,752838,45836,1053,6785,2018-02-27T15:45:31.000Z
22725,26,1409869,25686,2323,4232,2018-02-27T00:21:45.000Z
22726,22,1501205,56273,1197,3816,2018-02-27T19:26:55.000Z
22727,28,281340,12767,176,1628,2018-02-28T14:22:40.000Z
22728,1,1231274,57049,1065,1819,2018-02-26T19:41:41.000Z
22729,1,2146770,32510,2492,7004,2018-02-26T17:59:20.000Z
22730,28,292335,17529,165,2445,2018-02-27T14:00:00.000Z
22731,23,2269303,224096,8627,41420,2018-02-26T19:00:02.000Z
22732,28,539878,25230,993,5074,2018-02-26T20:00:02.000Z
22733,26,829221,26801,359,2735,2018-02-27T16:00:18.000Z
22734,27,508439,13346,326,1336,2018-02-26T21:23:39.000Z
22735,10,1369387,138077,1470,10380,2018-02-27T16:00:06.000Z
22736,27,415633,14043,251,790,2018-02-27T12:00:08.000Z
22737,24,1664028,90400,2696,77027,2018-02-26T18:05:51.000Z
22738,10,638609,5969,473,302,2018-02-26T08:00:02.000Z
22739,25,191671,512,715,1195,2018-02-26T17:38:19.000Z
22740,24,152533,5224,228,874,2018-02-27T16:42:06.000Z
22741,15,681944,12072,140,1444,2018-02-26T11:09:32.000Z
22742,1,384654,6750,1306,1484,2018-02-27T12:26:49.000Z
22743,28,437364,3683,130,391,2018-02-28T08:00:13.000Z
22744,10,599467,10246,1595,1021,2018-02-26T05:00:01.000Z
22745,24,1198888,37595,2794,6941,2018-02-26T16:44:55.000Z
22746,24,794695,13992,955,3727,2018-02-26T03:30:00.000Z
22747,28,7566419,179989,8849,23064,2018-02-25T17:19:12.000Z
22748,10,715276,28865,741,1682,2018-02-26T08:00:00.000Z
22749,10,1285790,70465,595,3542,2018-02-26T14:01:34.000Z
22750,22,269922,16045,214,1119,2018-02-26T19:53:05.000Z
22751,28,464521,23916,280,2441,2018-02-26T17:22:06.000Z
22752,22,1863576,63670,2832,6555,2018-02-24T20:03:24.000Z
22753,26,330561,22377,202,1039,2018-02-25T22:00:23.000Z
22754,27,650402,11759,431,1622,2018-02-24T15:05:13.000Z
22755,23,836483,37279,1646,3056,2018-02-24T19:59:50.000Z
22756,17,9220058,109125,33223,23799,2018-02-23T22:00:02.000Z
22757,1,1805597,170182,1263,9823,2018-02-24T15:59:25.000Z
22758,24,1836595,169237,3077,37319,2018-02-24T21:06:12.000Z
22759,17,972714,6535,339,1117,2018-02-24T11:46:44.000Z
22760,23,659476,31672,2512,6049,2018-02-24T20:02:43.000Z
22761,26,298298,5621,224,229,2018-02-24T20:44:58.000Z
22762,23,1159497,54838,2742,3687,2018-02-24T21:00:25.000Z
22763,10,929912,87962,1645,5578,2018-03-09T14:59:22.000Z
22764,24,3221044,48367,13805,9578,2018-03-08T16:00:08.000Z
22765,20,2075113,62569,2270,22645,2018-03-08T22:47:33.000Z
22766,20,2851930,138033,16590,30865,2018-03-08T18:02:35.000Z
22767,24,361056,3493,211,389,2018-03-09T08:35:00.000Z
22768,10,1965219,177806,3097,23450,2018-03-09T05:01:14.000Z
22769,20,638169,13628,721,14239,2018-03-08T23:54:43.000Z
22770,10,5411857,506296,13163,40505,2018-03-08T14:00:01.000Z
22771,10,404160,17055,784,1128,2018-03-09T04:51:45.000Z
22772,23,2545369,63301,2367,5521,2018-03-08T13:22:34.000Z
22773,28,604808,19647,513,1522,2018-03-08T17:00:04.000Z
22774,24,201021,5385,365,1021,2018-03-08T18:05:13.000Z
22775,10,347204,19354,107,545,2018-03-09T05:00:03.000Z
22776,26,1555616,91678,1395,4936,2018-03-08T14:00:52.000Z
22777,27,173879,5725,138,662,2018-03-08T22:00:04.000Z
22778,28,925065,34875,1087,6300,2018-03-08T20:37:33.000Z
22779,24,1295078,26287,2296,5942,2018-03-07T22:00:01.000Z
22780,27,299663,10645,249,2462,2018-03-08T14:00:01.000Z
22781,10,1295089,63127,4629,5290,2018-03-08T04:00:01.000Z
22782,28,2036603,17700,265,1156,2018-03-07T09:23:50.000Z
22783,26,125988,4587,376,603,2018-03-08T18:07:12.000Z
22784,28,269301,13406,262,2852,2018-03-08T16:00:06.000Z
22785,24,1786292,34223,1354,4352,2018-03-07T11:00:02.000Z
22786,10,310162,12973,455,854,2018-03-08T02:30:01.000Z
22787,24,627882,10201,368,1796,2018-03-07T17:00:02.000Z
22788,22,1635360,66293,2020,4740,2018-03-07T23:30:03.000Z
22789,26,361671,19859,449,13395,2018-03-07T22:00:03.000Z
22790,17,349124,2588,165,1167,2018-03-08T16:00:13.000Z
22791,24,151631,15078,158,1179,2018-03-08T15:00:09.000Z
22792,26,306931,17795,493,1406,2018-03-08T03:31:25.000Z
22793,22,1696002,47663,2248,4060,2018-03-07T17:00:02.000Z
22794,24,342170,10974,525,2148,2018-03-08T16:43:05.000Z
22795,23,3358638,47079,1504,2882,2018-03-07T04:55:46.000Z
22796,1,6406289,133832,5261,16964,2018-03-06T17:00:01.000Z
22797,24,1935731,31388,1155,2349,2018-03-07T02:00:01.000Z
22798,28,1414654,95067,2138,13479,2018-03-07T23:19:57.000Z
22799,26,294525,5837,120,451,2018-03-08T22:00:00.000Z
22800,1,2483947,76669,2061,9608,2018-03-06T18:00:00.000Z
22801,24,341557,988,638,326,2018-03-07T15:04:00.000Z
22802,10,575067,12318,191,1169,2018-03-07T00:00:03.000Z
22803,22,3515158,121087,1598,10292,2018-03-06T22:00:03.000Z
22804,28,846322,14569,1176,3830,2018-03-08T01:40:22.000Z
22805,24,3362672,3098,207,433,2018-03-07T02:00:04.000Z
22806,26,285808,15507,258,1431,2018-03-07T02:57:22.000Z
22807,24,541463,18344,621,1701,2018-03-07T20:00:29.000Z
22808,17,154692,2535,57,496,2018-03-08T06:25:13.000Z
22809,17,16363949,450655,20389,39970,2018-03-05T22:54:42.000Z
22810,23,1590319,17724,810,1397,2018-03-06T18:40:50.000Z
22811,26,297458,10475,331,1686,2018-03-07T01:52:31.000Z
22812,24,2332311,33987,1254,4813,2018-03-06T14:30:02.000Z
22813,27,173129,9470,97,637,2018-03-07T17:32:51.000Z
22814,22,274084,28019,166,2114,2018-03-06T21:36:03.000Z
22815,28,6107426,76792,16355,0,2018-03-06T05:00:32.000Z
22816,26,298639,9189,235,441,2018-03-06T23:00:06.000Z
22817,23,312418,13095,208,1458,2018-03-06T23:00:03.000Z
22818,22,1834688,41253,925,1912,2018-03-06T20:00:44.000Z
22819,24,364902,1973,1221,785,2018-03-06T16:15:15.000Z
22820,28,905268,0,0,0,2018-03-04T03:06:16.000Z
22821,26,127541,3608,97,346,2018-03-06T17:00:19.000Z
22822,17,3914443,61993,3472,7552,2018-03-06T03:11:31.000Z
22823,26,430106,18058,294,3214,2018-03-06T18:45:38.000Z
22824,24,629429,12515,305,843,2018-03-06T18:00:19.000Z
22825,17,395448,3896,75,630,2018-03-07T01:00:01.000Z
22826,24,352080,23638,240,850,2018-03-07T12:00:04.000Z
22827,27,731819,23746,420,1990,2018-03-06T15:30:00.000Z
22828,10,8374099,1667882,9225,173346,2018-03-06T15:00:10.000Z
22829,24,111532,9568,450,3057,2018-03-06T20:02:37.000Z
22830,17,1286520,24815,672,1308,2018-03-07T00:07:16.000Z
22831,24,289384,10350,148,970,2018-03-06T18:00:01.000Z
22832,28,473380,13607,6368,3363,2018-03-06T15:01:40.000Z
22833,26,245192,6369,182,673,2018-03-06T16:00:02.000Z
22834,10,727540,58674,484,4898,2018-03-05T17:00:40.000Z
22835,24,1725576,29243,1628,4148,2018-03-05T03:56:27.000Z
22836,27,613838,20831,354,1728,2018-03-05T16:08:59.000Z
22837,10,472657,16885,542,1050,2018-03-05T22:00:35.000Z
22838,23,1238431,94962,1931,6332,2018-03-05T23:23:37.000Z
22839,22,279944,2814,113,284,2018-03-05T15:45:10.000Z
22840,24,5443795,124589,7513,12976,2018-03-04T18:33:02.000Z
22841,27,461682,9764,569,768,2018-03-05T17:00:00.000Z
22842,25,554025,4059,1842,1332,2018-03-05T05:20:05.000Z
22843,28,963287,21506,1285,3188,2018-03-04T22:34:38.000Z
22844,22,376586,7555,380,411,2018-03-05T19:00:45.000Z
22845,27,456800,22996,148,1345,2018-03-05T16:00:05.000Z
22846,24,455946,3402,812,900,2018-03-05T08:31:35.000Z
22847,24,141422,17233,60,910,2018-03-05T11:30:01.000Z
22848,22,496160,19657,369,1131,2018-03-05T01:15:47.000Z
22849,1,247103,4273,184,183,2018-03-04T20:04:54.000Z
22850,27,1415529,18826,1509,6566,2018-03-04T15:00:06.000Z
22851,1,4823351,260196,5071,16373,2018-03-04T00:32:18.000Z
22852,10,526015,27632,393,1377,2018-03-05T18:43:22.000Z
22853,24,354357,2447,402,1048,2018-03-05T03:14:54.000Z
22854,28,323867,10122,126,524,2018-03-05T12:30:00.000Z
22855,23,3099684,233894,1982,8717,2018-03-05T01:38:25.000Z
22856,24,1662707,20210,1599,1474,2018-03-04T07:18:07.000Z
22857,24,95898,316,195,105,2018-03-05T05:16:50.000Z
22858,22,279084,14858,246,621,2018-03-05T07:26:03.000Z
22859,24,259075,11434,202,3691,2018-03-05T05:06:49.000Z
22860,24,334771,8846,860,1501,2018-03-04T14:00:04.000Z
22861,24,982324,18111,1196,1637,2018-03-03T20:00:01.000Z
22862,10,324527,13574,404,1318,2018-03-05T05:00:02.000Z
22863,15,339038,20833,182,1575,2018-03-04T09:00:01.000Z
22864,24,40777,720,101,175,2018-03-05T07:23:17.000Z
22865,17,546155,5036,237,2000,2018-03-04T05:32:55.000Z
22866,23,779632,35130,921,2132,2018-03-03T17:30:00.000Z
22867,19,762508,14479,3473,3245,2018-03-03T15:00:03.000Z
22868,24,67246,575,49,151,2018-03-05T03:24:26.000Z
22869,26,340250,14913,682,980,2018-03-03T17:00:03.000Z
22870,23,1509803,16043,3343,2350,2018-03-04T00:11:31.000Z
22871,24,3901214,325109,4694,31474,2018-03-02T20:08:20.000Z
22872,10,4426388,88955,4684,5465,2018-03-02T14:00:01.000Z
22873,23,125075,5160,281,282,2018-03-03T22:00:52.000Z
22874,22,173708,20835,175,2077,2018-03-03T18:07:30.000Z
22875,10,1684816,25396,1271,1479,2018-03-02T14:00:14.000Z
22876,28,970104,13252,1064,4629,2018-03-03T16:16:15.000Z
22877,28,759922,17633,453,1797,2018-03-03T14:43:59.000Z
22878,26,130514,5795,298,595,2018-03-03T19:09:49.000Z
22879,26,145645,6034,180,611,2018-03-04T00:35:27.000Z
22880,10,26244,566,22,36,2018-03-05T04:59:27.000Z
22881,15,1511266,32872,938,5564,2018-03-02T12:00:03.000Z
22882,15,311963,5003,1337,845,2018-03-03T17:00:01.000Z
22883,15,535879,12384,142,872,2018-03-03T00:00:01.000Z
22884,23,2298109,149319,2684,8470,2018-03-02T15:00:03.000Z
22885,24,1556802,8017,500,865,2018-03-02T17:09:06.000Z
22886,25,743419,15847,743,1086,2018-03-02T13:15:51.000Z
22887,24,6003188,118040,7848,8894,2018-03-01T20:40:54.000Z
22888,26,921077,0,0,0,2018-03-02T18:00:04.000Z
22889,22,1045249,32297,216,1163,2018-03-02T07:00:01.000Z
22890,25,470752,5388,1181,0,2018-03-02T20:24:58.000Z
22891,24,929086,17876,1739,4241,2018-03-01T23:10:11.000Z
22892,27,299843,27117,79,3240,2018-03-02T23:00:02.000Z
22893,17,566239,1987,1591,1139,2018-03-02T01:10:17.000Z
22894,10,10179638,286890,23143,20439,2018-03-01T13:00:05.000Z
22895,22,340019,29742,162,2760,2018-03-02T21:00:37.000Z
22896,10,664569,24415,408,953,2018-03-02T08:00:02.000Z
22897,24,352026,1720,350,157,2018-03-02T05:00:10.000Z
22898,26,262248,19462,172,3599,2018-03-02T22:10:41.000Z
22899,27,2845610,167264,1806,9474,2018-03-01T13:30:51.000Z
22900,28,269758,12148,504,784,2018-03-02T19:10:34.000Z
22901,26,220118,7733,111,386,2018-03-01T20:09:26.000Z
22902,1,19752678,286615,13623,52059,2018-02-28T13:43:42.000Z
22903,26,726719,38397,308,3371,2018-03-01T23:00:01.000Z
22904,28,144131,3164,347,628,2018-03-02T19:40:49.000Z
22905,24,1581620,41315,1902,2619,2018-03-01T14:00:28.000Z
22906,26,236828,17988,139,727,2018-03-01T16:09:55.000Z
22907,23,2067227,135499,1169,11624,2018-03-01T01:27:46.000Z
22908,22,2722935,82101,1760,3533,2018-02-28T23:40:48.000Z
22909,24,250404,5610,172,357,2018-03-01T17:00:52.000Z
22910,24,2125899,128495,4707,11222,2018-02-28T20:00:00.000Z
22911,26,1102056,47314,2235,3267,2018-02-28T19:00:01.000Z
22912,27,538650,14545,856,1269,2018-02-28T19:04:18.000Z
22913,22,299149,5628,249,0,2018-03-01T00:43:04.000Z
22914,24,412088,13183,581,876,2018-02-28T17:00:33.000Z
22915,1,5058013,127499,8462,21946,2018-02-27T22:07:31.000Z
22916,25,198611,2089,57,0,2018-03-01T16:48:11.000Z
22917,26,631381,22339,3563,3044,2018-02-28T21:00:35.000Z
22918,26,278168,10634,435,788,2018-02-28T18:20:41.000Z
22919,19,1537323,34254,731,4583,2018-02-28T02:13:58.000Z
22920,22,494533,21038,699,3561,2018-02-28T20:43:50.000Z
22921,23,370481,28342,515,1230,2018-02-28T16:41:19.000Z
22922,24,277907,19114,160,1805,2018-02-28T23:10:41.000Z
22923,23,1945752,30272,868,6144,2018-02-27T21:00:01.000Z
22924,10,495718,10823,406,757,2018-02-28T17:05:00.000Z
22925,26,148207,4460,199,460,2018-02-28T20:00:05.000Z
22926,23,127618,1328,120,202,2018-02-28T11:00:01.000Z
22927,28,254799,2693,75,379,2018-02-28T16:35:25.000Z
22928,10,2031579,114637,997,3837,2018-02-27T17:57:36.000Z
22929,24,2915910,234888,4539,31397,2018-02-27T22:02:48.000Z
22930,1,3388380,73874,3774,10206,2018-02-27T20:02:15.000Z
22931,26,178404,11400,252,535,2018-02-28T23:00:01.000Z
22932,26,897840,39986,806,2615,2018-02-27T14:23:18.000Z
22933,1,1069303,23788,945,2269,2018-02-27T17:13:51.000Z
22934,20,768881,45965,1055,6793,2018-02-27T15:45:31.000Z
22935,26,1478455,26223,2377,4302,2018-02-27T00:21:45.000Z
22936,22,1511289,56452,1202,3822,2018-02-27T19:26:55.000Z
22937,1,1238784,57221,1067,1819,2018-02-26T19:41:41.000Z
22938,1,2157410,32588,2497,7011,2018-02-26T17:59:20.000Z
22939,28,295021,17623,165,2446,2018-02-27T14:00:00.000Z
22940,23,2277948,224419,8647,41460,2018-02-26T19:00:02.000Z
22941,28,548114,25388,996,5176,2018-02-26T20:00:02.000Z
22942,26,840567,26997,360,2751,2018-02-27T16:00:18.000Z
22943,10,1390899,138904,1486,10429,2018-02-27T16:00:06.000Z
22944,27,512208,13447,328,1332,2018-02-26T21:23:39.000Z
22945,27,427569,14269,259,811,2018-02-27T12:00:08.000Z
22946,24,1669753,90525,2700,77051,2018-02-26T18:05:51.000Z
22947,10,728870,6312,496,303,2018-02-26T08:00:02.000Z
22948,25,192127,513,716,1203,2018-02-26T17:38:19.000Z
22949,15,695360,12207,143,1457,2018-02-26T11:09:32.000Z
22950,1,397553,6975,1314,1487,2018-02-27T12:26:49.000Z
22951,28,444997,3723,133,391,2018-02-28T08:00:13.000Z
22952,10,635714,10533,1609,1056,2018-02-26T05:00:01.000Z
22953,24,1217872,38111,2850,7038,2018-02-26T16:44:55.000Z
22954,24,800472,14020,957,3741,2018-02-26T03:30:00.000Z
22955,28,7676863,180749,8889,23076,2018-02-25T17:19:12.000Z
22956,10,1322797,71645,611,3604,2018-02-26T14:01:34.000Z
22957,10,739428,29211,750,1691,2018-02-26T08:00:00.000Z
22958,22,275380,16196,215,1128,2018-02-26T19:53:05.000Z
22959,28,469432,24030,282,2450,2018-02-26T17:22:06.000Z
22960,22,1867337,63749,2833,6556,2018-02-24T20:03:24.000Z
22961,26,333366,22480,204,1039,2018-02-25T22:00:23.000Z
22962,27,656819,11856,433,1630,2018-02-24T15:05:13.000Z
22963,24,2367796,81591,4343,10880,2018-03-10T01:05:30.000Z
22964,20,2656683,178607,4695,12469,2018-03-10T00:25:26.000Z
22965,22,1199218,54940,892,5809,2018-03-09T23:00:24.000Z
22966,26,1071804,96363,1126,6155,2018-03-10T20:00:15.000Z
22967,24,1523626,34503,3421,5754,2018-03-09T21:41:57.000Z
22968,28,512769,51687,376,3358,2018-03-11T01:30:44.000Z
22969,10,1766532,126644,3122,7799,2018-03-09T14:59:22.000Z
22970,24,5329977,67141,19292,12793,2018-03-08T16:00:08.000Z
22971,24,169479,17388,163,1770,2018-03-10T19:00:00.000Z
22972,24,1469234,186009,2108,82422,2018-03-09T23:00:51.000Z
22973,10,3513436,226643,5078,27429,2018-03-09T05:01:14.000Z
22974,20,2523798,69094,2711,24685,2018-03-08T22:47:33.000Z
22975,20,3672441,158995,21512,35988,2018-03-08T18:02:35.000Z
22976,10,7427810,562529,15941,43158,2018-03-08T14:00:01.000Z
22977,24,525961,4807,376,588,2018-03-09T08:35:00.000Z
22978,10,865668,24869,1625,1892,2018-03-09T04:51:45.000Z
22979,20,768838,14951,933,15417,2018-03-08T23:54:43.000Z
22980,23,3245734,77683,2940,6575,2018-03-08T13:22:34.000Z
22981,28,765515,22876,667,1760,2018-03-08T17:00:04.000Z
22982,10,608304,26881,218,721,2018-03-09T05:00:03.000Z
22983,24,286799,6813,751,1342,2018-03-08T18:05:13.000Z
22984,27,250175,6749,221,832,2018-03-08T22:00:04.000Z
22985,1,162827,6862,157,813,2018-03-09T08:30:06.000Z
22986,28,993848,36609,1208,6561,2018-03-08T20:37:33.000Z
22987,26,152697,5341,202,774,2018-03-09T01:00:01.000Z
22988,26,1878956,102988,1678,5640,2018-03-08T14:00:52.000Z
22989,26,152333,7751,116,676,2018-03-08T18:30:30.000Z
22990,10,1931700,83785,6018,6347,2018-03-08T04:00:01.000Z
22991,27,356732,11655,317,2699,2018-03-08T14:00:01.000Z
22992,24,1383101,27622,2423,4667,2018-03-07T22:00:01.000Z
22993,10,549934,16927,422,615,2018-03-08T13:00:44.000Z
22994,26,158975,5097,502,763,2018-03-08T18:07:12.000Z
22995,10,189447,6829,358,1062,2018-03-09T08:32:56.000Z
22996,28,2594341,21021,336,1353,2018-03-07T09:23:50.000Z
22997,28,335202,15192,409,3206,2018-03-08T16:00:06.000Z
22998,10,475093,17259,707,1128,2018-03-08T02:30:01.000Z
22999,24,719602,10999,410,1910,2018-03-07T17:00:02.000Z
23000,24,1913339,35617,1447,4480,2018-03-07T11:00:02.000Z
23001,1,208039,1170,92,100,2018-03-07T20:01:39.000Z
23002,24,413761,11942,640,2342,2018-03-08T16:43:05.000Z
23003,22,1700552,68253,2198,4839,2018-03-07T23:30:03.000Z
23004,26,384751,20589,521,13514,2018-03-07T22:00:03.000Z
23005,24,182006,16309,295,1291,2018-03-08T15:00:09.000Z
23006,26,361295,19137,619,1487,2018-03-08T03:31:25.000Z
23007,17,386234,2780,196,1238,2018-03-08T16:00:13.000Z
23008,22,1791377,49182,2335,4185,2018-03-07T17:00:02.000Z
23009,26,170702,10379,174,1044,2018-03-08T04:26:37.000Z
23010,26,398250,7148,180,539,2018-03-08T22:00:00.000Z
23011,23,3699582,50326,1651,3079,2018-03-07T04:55:46.000Z
23012,1,6768054,138079,5467,17334,2018-03-06T17:00:01.000Z
23013,24,2101562,33303,1230,2467,2018-03-07T02:00:01.000Z
23014,28,1483502,98006,2233,13807,2018-03-07T23:19:57.000Z
23015,1,2650574,79212,2187,9892,2018-03-06T18:00:00.000Z
23016,24,392858,1158,740,380,2018-03-07T15:04:00.000Z
23017,10,702540,14464,270,1267,2018-03-07T00:00:03.000Z
23018,24,3498136,3399,231,434,2018-03-07T02:00:04.000Z
23019,28,893507,15064,1260,4019,2018-03-08T01:40:22.000Z
23020,22,3672241,124366,1657,10458,2018-03-06T22:00:03.000Z
23021,24,574014,18935,648,1810,2018-03-07T20:00:29.000Z
23022,26,306116,16251,276,1452,2018-03-07T02:57:22.000Z
23023,17,171782,2780,64,505,2018-03-08T06:25:13.000Z
23024,23,1719226,18802,854,1456,2018-03-06T18:40:50.000Z
23025,26,317658,10840,349,1742,2018-03-07T01:52:31.000Z
23026,17,17459747,461643,21280,40904,2018-03-05T22:54:42.000Z
23027,27,185163,9965,100,664,2018-03-07T17:32:51.000Z
23028,24,2489971,35048,1330,4921,2018-03-06T14:30:02.000Z
23029,22,293029,29122,173,2174,2018-03-06T21:36:03.000Z
23030,26,323436,9573,241,466,2018-03-06T23:00:06.000Z
