,category_id,views,likes,dislikes,comment_count,publish_time
8719,10,1450293,130605,1255,16280,2017-12-20T16:34:30.000Z
8720,24,684388,5433,626,755,2017-12-21T00:33:36.000Z
8721,24,356641,8817,4838,2570,2017-12-20T18:00:06.000Z
8722,10,2307056,95138,2369,4410,2017-12-20T05:00:02.000Z
8723,25,279419,1845,7633,3044,2017-12-20T13:19:14.000Z
8724,23,568451,27369,1749,3812,2017-12-20T20:09:36.000Z
8725,24,4027,29,0,0,2017-12-21T18:10:05.000Z
8726,25,613040,30916,334,815,2017-12-20T22:06:00.000Z
8727,24,1173738,9754,1687,2402,2017-12-20T04:39:25.000Z
8728,24,1581122,1215,45,202,2017-12-20T16:54:03.000Z
8729,25,1779,20,5,25,2017-12-22T01:19:18.000Z
8730,1,94960,562,204,121,2017-12-20T15:52:04.000Z
8731,1,2905778,45752,2392,4954,2017-12-19T13:16:10.000Z
8732,10,247581,3659,171,231,2017-12-20T17:02:12.000Z
8733,17,32275,916,25,216,2017-12-22T01:27:19.000Z
8734,26,26275,1701,13,171,2017-12-22T00:30:00.000Z
8735,10,134305,6585,299,462,2017-12-20T15:00:35.000Z
8736,25,1096519,11252,1574,4879,2017-12-19T09:50:02.000Z
8737,1,1747544,41807,1196,4764,2017-12-19T18:00:04.000Z
8738,10,1748140,143952,1422,7302,2017-12-20T16:00:03.000Z
8739,23,83930,148,28,19,2017-12-20T23:57:34.000Z
8740,19,1671281,1157,51,108,2017-12-20T14:00:57.000Z
8741,24,106251,872,23,107,2017-12-21T05:25:52.000Z
8742,1,2600858,51547,831,1753,2017-12-19T15:00:07.000Z
8743,24,364741,26937,614,3196,2017-12-20T14:00:00.000Z
8744,28,2204462,113075,3825,16653,2017-12-20T00:42:05.000Z
8745,19,403700,15180,330,1609,2017-12-20T00:53:14.000Z
8746,17,82182,321,50,438,2017-12-20T20:43:52.000Z
8747,24,785695,17200,3316,2009,2017-12-19T11:00:01.000Z
8748,24,3169672,30523,804,3918,2017-12-19T17:06:48.000Z
8749,24,2691,37,0,1,2017-12-21T14:41:56.000Z
8750,25,10434,178,26,196,2017-12-21T10:36:50.000Z
8751,24,2162388,178,16,44,2017-12-20T17:30:27.000Z
8752,15,520711,33574,916,6129,2017-12-20T02:16:30.000Z
8753,1,573915,11049,110,647,2017-12-19T13:59:38.000Z
8754,22,276120,13162,403,1704,2017-12-19T16:41:39.000Z
8755,10,1382440,104630,1206,3627,2017-12-20T05:00:00.000Z
8756,10,6465643,93992,3413,3386,2017-12-18T05:01:00.000Z
8757,1,31894,918,30,357,2017-12-20T20:24:15.000Z
8758,26,457031,40850,534,3939,2017-12-19T22:18:33.000Z
8759,22,244980,15591,331,951,2017-12-19T20:10:58.000Z
8760,1,3472,26,0,3,2017-11-29T03:12:19.000Z
8761,19,1063693,11811,8979,9734,2017-12-18T22:00:48.000Z
8762,10,42211,5875,4,436,2017-12-20T23:53:26.000Z
8763,1,427263,13420,117,930,2017-12-19T18:00:02.000Z
8764,25,10039,41,25,72,2017-12-20T08:59:24.000Z
8765,24,69249,2455,48,224,2017-12-19T20:00:06.000Z
8766,28,44522,1219,20,79,2017-12-20T00:10:17.000Z
8767,28,441023,17506,517,1878,2017-12-19T17:02:00.000Z
8768,24,265405,12766,1039,2323,2017-12-19T18:27:23.000Z
8769,22,6620905,231177,13478,15297,2017-12-18T21:22:24.000Z
8770,17,788372,15343,265,2074,2017-12-19T06:04:49.000Z
8771,24,4251094,10803,2147,1173,2017-12-19T18:00:01.000Z
8772,27,720389,14639,1153,3443,2017-12-19T15:00:03.000Z
8773,23,452527,18387,182,1194,2017-12-19T18:26:12.000Z
8774,24,264310,14540,218,1044,2017-12-19T20:28:04.000Z
8775,25,1334864,6210,1701,3818,2017-12-18T18:26:52.000Z
8776,28,17527,1180,8,196,2017-12-21T03:02:00.000Z
8777,27,1745698,185788,1292,10688,2017-12-18T14:39:33.000Z
8778,28,10007,589,15,80,2017-12-20T20:30:01.000Z
8779,25,362345,1456,596,0,2017-12-18T23:24:26.000Z
8780,27,105973,4789,285,602,2017-12-19T14:00:12.000Z
8781,19,416921,3156,3432,2515,2017-12-18T22:06:36.000Z
8782,23,1727840,64655,1335,4837,2017-12-18T15:44:42.000Z
8783,24,125045,2437,265,1024,2017-12-19T18:26:20.000Z
8784,27,284673,14159,625,1938,2017-12-19T15:30:01.000Z
8785,10,191344,8982,415,899,2017-12-20T13:06:24.000Z
8786,10,54811,2969,29,232,2017-12-19T17:00:36.000Z
8787,17,118291,1253,134,413,2017-12-19T13:34:09.000Z
8788,10,602839,18404,369,528,2017-12-18T22:12:36.000Z
8789,24,8154,84,2,3,2017-12-19T16:57:56.000Z
8790,26,268077,12422,414,1091,2017-12-19T02:00:15.000Z
8791,26,4923,649,11,95,2017-12-21T03:32:37.000Z
8792,23,357439,22088,826,1755,2017-12-18T17:05:25.000Z
8793,23,245217,25261,180,1657,2017-12-19T00:18:32.000Z
8794,10,90870,2913,91,143,2017-12-19T01:00:00.000Z
8795,10,90168,3256,60,197,2017-12-18T14:28:32.000Z
8796,27,419538,15745,436,2474,2017-12-18T22:56:00.000Z
8797,10,59549,2222,123,205,2017-12-18T23:00:46.000Z
8798,24,344584,13445,287,1646,2017-12-18T14:22:09.000Z
8799,24,45899,1722,50,142,2017-12-18T03:00:12.000Z
8800,23,918375,46147,2653,4178,2017-12-27T18:07:46.000Z
8801,24,268462,4033,630,779,2017-12-27T15:00:02.000Z
8802,24,558713,24808,793,4305,2017-12-27T14:00:03.000Z
8803,26,3942272,35978,7387,4690,2017-12-26T20:00:04.000Z
8804,24,269147,6045,538,823,2017-12-27T11:55:39.000Z
8805,22,196368,8243,173,503,2017-12-27T19:00:17.000Z
8806,1,706989,15891,751,2718,2017-12-26T18:19:43.000Z
8807,28,837053,31574,833,4046,2017-12-27T08:31:48.000Z
8808,22,414462,7924,3863,1893,2017-12-26T22:00:51.000Z
8809,24,30106,620,29,76,2017-12-27T16:59:46.000Z
8810,27,1232705,42782,2159,3454,2017-12-26T16:00:02.000Z
8811,17,369942,4196,271,2586,2017-12-27T16:32:56.000Z
8812,26,527322,18996,582,589,2017-12-27T14:00:59.000Z
8813,24,271780,9654,285,1404,2017-12-26T21:00:01.000Z
8814,17,6291266,307708,2851,15199,2017-12-26T22:55:15.000Z
8815,19,34927,522,79,175,2017-12-27T15:17:40.000Z
8816,24,852106,25007,318,1873,2017-12-26T14:00:04.000Z
8817,1,683198,18037,471,1712,2017-12-26T17:09:01.000Z
8818,26,1671069,171192,1010,92312,2017-12-26T21:00:12.000Z
8819,24,179660,3103,139,298,2017-12-26T19:57:56.000Z
8820,17,200450,2441,349,660,2017-12-26T13:34:46.000Z
8821,24,698883,18670,1251,3065,2017-12-26T15:00:04.000Z
8822,24,227928,3928,425,758,2017-12-26T17:01:45.000Z
8823,24,1156135,16391,5240,6275,2017-12-25T18:28:18.000Z
8824,24,1043726,24890,4292,11235,2017-12-25T18:28:32.000Z
8825,17,1001371,8255,527,3010,2017-12-26T05:26:03.000Z
8826,22,1904809,45087,5224,0,2017-12-25T15:02:43.000Z
8827,22,47309,724,603,285,2017-12-26T16:00:03.000Z
8828,17,524384,9049,125,541,2017-12-26T16:10:21.000Z
8829,10,4854624,740794,9080,84960,2017-12-26T09:00:04.000Z
8830,23,91445,1806,57,118,2017-12-26T15:08:00.000Z
8831,2,455772,0,0,756,2017-12-25T03:08:33.000Z
8832,28,7938,430,9,42,2017-08-15T18:26:40.000Z
8833,10,9370700,559991,27540,54744,2017-12-24T03:30:08.000Z
8834,28,67876,1038,25,140,2017-12-26T09:14:49.000Z
8835,2,30550,555,72,100,2017-10-30T01:30:42.000Z
8836,24,2414308,34057,1358,1968,2017-12-23T18:00:00.000Z
8837,26,1432719,56560,2671,6514,2017-12-23T15:15:22.000Z
8838,22,781464,56388,973,4081,2017-12-23T18:00:11.000Z
8839,24,2019137,101318,3653,25405,2017-12-23T22:00:00.000Z
8840,22,223220,4919,1516,1324,2017-12-23T15:21:28.000Z
8841,22,1201158,92195,1286,5320,2017-12-23T22:13:37.000Z
8842,25,42200,413,54,195,2011-05-22T23:50:01.000Z
8843,2,157434,1137,269,248,2017-12-23T23:57:32.000Z
8844,24,550478,30927,443,1572,2017-12-23T15:00:00.000Z
8845,23,3526644,220280,9393,21565,2017-12-23T21:57:30.000Z
8846,17,415579,12616,404,1260,2017-12-23T16:30:01.000Z
8847,23,1008886,8069,567,1821,2017-12-23T02:33:48.000Z
8848,28,2119293,24532,1741,0,2017-12-23T02:02:34.000Z
8849,23,798525,8764,2431,2003,2017-12-23T12:00:03.000Z
8850,25,146449,719,134,479,2017-12-23T13:02:21.000Z
8851,1,81960,3017,409,875,2017-12-23T20:38:39.000Z
8852,15,65083,4054,76,529,2017-12-23T22:35:07.000Z
8853,28,54788,617,171,149,2017-12-16T22:09:06.000Z
8854,25,239553,1490,220,1276,2017-12-23T01:13:57.000Z
8855,25,970084,12988,464,2441,2017-12-23T02:27:14.000Z
8856,10,3739595,127011,16734,18983,2017-12-22T05:00:01.000Z
8857,24,79238,1745,172,138,2017-12-23T17:13:17.000Z
8858,22,8589262,272524,14755,24656,2017-12-22T05:00:02.000Z
8859,22,3168244,60645,4534,4051,2017-12-22T03:17:58.000Z
8860,25,721566,7494,817,2550,2017-12-22T14:38:13.000Z
8861,26,142431,6156,407,862,2017-12-23T18:23:30.000Z
8862,26,297238,8540,352,1032,2017-12-23T00:07:02.000Z
8863,22,162597,4214,159,660,2017-12-23T04:58:20.000Z
8864,10,2316143,85645,2578,6031,2017-12-22T05:00:00.000Z
8865,27,412452,10409,307,1434,2017-12-22T16:04:49.000Z
8866,24,252055,6137,284,731,2017-12-22T16:00:04.000Z
8867,26,124223,6098,133,315,2017-12-22T22:51:17.000Z
8868,10,476245,15464,1931,4092,2017-12-22T20:19:46.000Z
8869,19,100551,1118,86,238,2017-12-22T22:00:04.000Z
8870,24,1707356,133453,5414,11179,2017-12-22T21:00:20.000Z
8871,26,101002,2972,184,201,2017-12-22T23:44:14.000Z
8872,1,67799,1105,578,287,2017-12-22T19:30:00.000Z
8873,23,565981,18001,221,740,2017-12-22T13:17:35.000Z
8874,25,582785,13285,2515,5182,2017-12-22T15:35:57.000Z
8875,10,168739,9959,471,699,2017-12-22T22:58:04.000Z
8876,23,1956890,21359,2581,4936,2017-12-22T02:00:01.000Z
8877,1,1606423,12157,4906,2880,2017-12-21T17:32:30.000Z
8878,25,184931,6336,6418,4394,2017-12-22T17:16:35.000Z
8879,26,300379,31881,271,2573,2017-12-23T00:19:00.000Z
8880,15,292778,12515,184,351,2017-12-22T13:00:03.000Z
8881,28,214357,8222,224,717,2017-12-23T15:55:44.000Z
8882,10,1149187,72355,1482,4162,2017-12-22T17:00:44.000Z
8883,23,5468697,495762,4607,17524,2017-12-21T21:01:53.000Z
8884,24,343217,5932,223,142,2017-12-23T11:53:33.000Z
8885,24,1337463,16177,711,818,2017-12-21T19:05:06.000Z
8886,28,419525,2808,243,500,2017-12-22T12:07:38.000Z
8887,23,842467,23333,1606,1503,2017-12-22T05:04:32.000Z
8888,15,1315442,17145,253,1051,2017-12-21T17:00:08.000Z
8889,24,83234,932,78,139,2017-12-22T15:00:02.000Z
8890,10,2644764,103959,2614,4027,2017-12-21T17:00:20.000Z
8891,25,22158,312,203,114,2017-12-23T16:00:00.000Z
8892,1,96916,387,6,83,2014-06-21T06:36:55.000Z
8893,24,3644532,45467,3910,4057,2017-12-21T08:30:22.000Z
8894,24,855645,14254,739,4251,2017-12-21T12:00:03.000Z
8895,10,6032050,346448,18048,21564,2017-12-22T03:00:02.000Z
8896,27,1888020,106455,1390,6617,2017-12-21T13:38:50.000Z
8897,10,208469,7405,180,301,2017-12-22T05:00:04.000Z
8898,24,101050,5732,66,533,2017-12-22T11:30:01.000Z
8899,23,554706,19379,557,863,2017-12-21T18:00:00.000Z
8900,23,2694075,188720,1199,12005,2017-12-21T14:14:16.000Z
8901,1,3707659,50200,3312,2828,2017-12-20T15:43:22.000Z
8902,28,431116,19479,435,2212,2017-12-21T14:00:04.000Z
8903,23,1446140,64501,2171,3888,2017-12-21T06:00:00.000Z
8904,10,23493283,720534,144152,73939,2017-12-20T20:00:02.000Z
8905,10,412335,12389,300,702,2017-12-22T05:01:12.000Z
8906,26,216808,7038,164,1635,2017-12-22T08:30:39.000Z
8907,22,453264,6977,1789,928,2017-12-21T07:00:03.000Z
8908,24,482225,3790,330,547,2017-12-21T17:00:06.000Z
8909,10,416490,37181,291,1912,2017-12-21T23:09:28.000Z
8910,15,6187457,178243,3886,42681,2017-12-20T12:00:03.000Z
8911,10,477816,6136,499,394,2017-12-21T05:00:00.000Z
8912,25,436267,7564,276,3223,2017-12-22T04:31:29.000Z
8913,23,188643,5349,124,526,2017-12-22T11:40:25.000Z
8914,15,185620,4052,346,525,2017-12-21T23:00:00.000Z
8915,10,28474364,588244,31954,38014,2017-12-19T20:00:05.000Z
8916,24,95459,1897,116,202,2017-12-23T12:41:48.000Z
8917,25,65708,744,270,260,2017-12-21T15:38:24.000Z
8918,10,15449,697,27,52,2017-12-22T15:58:16.000Z
8919,10,22561,69,8,15,2017-12-22T17:30:27.000Z
8920,17,3052,2,0,0,2009-12-15T23:26:32.000Z
8921,24,5222,24,10,8,2017-12-22T14:00:02.000Z
8922,22,122095,4544,58,540,2017-12-22T07:00:00.000Z
8923,24,213508,6507,240,779,2017-12-21T15:09:12.000Z
8924,26,1130995,48881,736,6740,2017-12-21T16:00:04.000Z
8925,26,1194195,29587,826,1647,2017-12-20T17:01:03.000Z
8926,24,42259,94,9,9,2017-12-22T02:27:33.000Z
8927,43,166529,4564,233,1864,2017-12-22T01:16:16.000Z
8928,15,28355,1123,18,102,2017-12-22T10:00:00.000Z
8929,23,1197144,68023,659,27409,2017-12-21T01:17:37.000Z
8930,23,1657620,63707,4887,5059,2017-12-20T17:00:07.000Z
8931,23,23518,817,61,82,2017-12-22T00:53:08.000Z
8932,10,2017777,65113,2269,5514,2017-12-20T11:00:01.000Z
8933,27,204793,8477,102,329,2017-12-21T16:00:01.000Z
8934,17,2830126,39369,1010,2388,2017-12-20T23:00:00.000Z
8935,26,402235,18677,218,1039,2017-12-21T17:03:31.000Z
8936,10,1514148,116404,713,12334,2017-12-20T15:01:12.000Z
8937,10,117972,9067,97,1597,2017-12-21T15:30:00.000Z
8938,1,1428712,61693,1448,4654,2017-12-20T19:13:07.000Z
8939,24,567032,12943,218,610,2017-12-20T20:01:07.000Z
8940,25,281619,1740,1078,2642,2017-12-20T14:30:30.000Z
8941,24,284888,10267,230,1403,2017-12-20T22:01:02.000Z
8942,24,2714265,169210,8661,7,2017-12-20T01:25:59.000Z
8943,10,1518505,132831,1337,16390,2017-12-20T16:34:30.000Z
8944,24,711771,5501,635,770,2017-12-21T00:33:36.000Z
8945,24,370897,8925,4950,2615,2017-12-20T18:00:06.000Z
8946,10,2494925,98099,2471,4487,2017-12-20T05:00:02.000Z
8947,23,579149,27622,1768,3873,2017-12-20T20:09:36.000Z
8948,25,283429,1863,7719,3060,2017-12-20T13:19:14.000Z
8949,25,655640,32989,359,888,2017-12-20T22:06:00.000Z
8950,24,4135,30,0,0,2017-12-21T18:10:05.000Z
8951,24,1207371,9892,1711,2429,2017-12-20T04:39:25.000Z
8952,24,1692420,1241,45,212,2017-12-20T16:54:03.000Z
8953,25,1848,20,5,25,2017-12-22T01:19:18.000Z
8954,19,16207,166,71,45,2017-12-19T17:01:17.000Z
8955,1,99950,566,207,129,2017-12-20T15:52:04.000Z
8956,1,2971262,46712,2414,5019,2017-12-19T13:16:10.000Z
8957,26,28475,1754,13,172,2017-12-22T00:30:00.000Z
8958,10,397568,3851,176,251,2017-12-20T17:02:12.000Z
8959,10,142995,6712,317,465,2017-12-20T15:00:35.000Z
8960,10,1864709,145998,1479,7366,2017-12-20T16:00:03.000Z
8961,25,1119724,11344,1587,4933,2017-12-19T09:50:02.000Z
8962,1,1777339,42162,1217,4840,2017-12-19T18:00:04.000Z
8963,23,88454,157,29,20,2017-12-20T23:57:34.000Z
8964,24,110663,906,24,108,2017-12-21T05:25:52.000Z
8965,19,1824153,1180,57,109,2017-12-20T14:00:57.000Z
8966,1,2665872,52567,846,1789,2017-12-19T15:00:07.000Z
8967,28,2244398,113969,3873,16912,2017-12-20T00:42:05.000Z
8968,19,423889,15458,344,1644,2017-12-20T00:53:14.000Z
8969,17,82745,320,50,440,2017-12-20T20:43:52.000Z
8970,24,797139,17323,3331,2017,2017-12-19T11:00:01.000Z
8971,24,3267762,31155,831,3971,2017-12-19T17:06:48.000Z
8972,24,3055,41,0,2,2017-12-21T14:41:56.000Z
8973,1,677566,13048,117,756,2017-12-19T13:59:38.000Z
8974,24,2163378,182,16,46,2017-12-20T17:30:27.000Z
8975,25,10566,178,26,196,2017-12-21T10:36:50.000Z
8976,15,527428,33854,924,5753,2017-12-20T02:16:30.000Z
8977,22,287849,13464,411,1721,2017-12-19T16:41:39.000Z
8978,10,1406093,105177,1218,3635,2017-12-20T05:00:00.000Z
8979,10,7188757,99681,3729,3539,2017-12-18T05:01:00.000Z
8980,1,34469,975,31,378,2017-12-20T20:24:15.000Z
8981,26,476858,41893,553,4002,2017-12-19T22:18:33.000Z
8982,22,247409,15710,334,954,2017-12-19T20:10:58.000Z
8983,1,3598,28,0,3,2017-11-29T03:12:19.000Z
8984,19,1069986,11867,9000,9762,2017-12-18T22:00:48.000Z
8985,10,43597,5975,4,436,2017-12-20T23:53:26.000Z
8986,28,90214,2575,47,189,2017-12-20T00:10:17.000Z
8987,24,71241,2515,48,226,2017-12-19T20:00:06.000Z
8988,25,10070,41,25,72,2017-12-20T08:59:24.000Z
8989,28,451309,17637,523,1881,2017-12-19T17:02:00.000Z
8990,24,274794,12912,1072,2328,2017-12-19T18:27:23.000Z
8991,22,6647081,232199,13512,15366,2017-12-18T21:22:24.000Z
8992,24,4829710,11408,2277,1211,2017-12-19T18:00:01.000Z
8993,27,724152,14687,1156,3452,2017-12-19T15:00:03.000Z
8994,23,477269,19055,192,1217,2017-12-19T18:26:12.000Z
8995,24,274761,14853,227,1068,2017-12-19T20:28:04.000Z
8996,25,1339943,6223,1708,3828,2017-12-18T18:26:52.000Z
8997,28,18001,1194,9,196,2017-12-21T03:02:00.000Z
8998,27,1769751,187892,1298,10742,2017-12-18T14:39:33.000Z
8999,28,10194,594,15,81,2017-12-20T20:30:01.000Z
9000,27,659043,17796,1168,4656,2017-12-28T15:00:03.000Z
9001,24,743771,10062,2235,1796,2017-12-27T15:00:02.000Z
9002,27,240575,10563,544,2005,2017-12-28T14:00:03.000Z
9003,23,2164508,74591,4973,6522,2017-12-27T18:07:46.000Z
9004,24,888632,30181,1589,5614,2017-12-27T14:00:03.000Z
9005,24,516493,10048,1013,1341,2017-12-27T11:55:39.000Z
9006,23,1181653,48880,2558,3451,2017-12-28T06:00:04.000Z
9007,22,415959,12854,519,812,2017-12-27T19:00:17.000Z
9008,24,105939,1674,117,201,2017-12-27T16:59:46.000Z
9009,24,194640,4462,145,427,2017-12-28T17:00:05.000Z
9010,28,722776,17486,2487,3830,2017-12-27T23:16:58.000Z
9011,23,749135,22776,800,1525,2017-12-27T18:00:06.000Z
9012,25,291355,11214,375,1027,2017-12-28T12:56:24.000Z
9013,26,4661421,39448,9609,5339,2017-12-26T20:00:04.000Z
9014,15,638453,32241,317,3861,2017-12-27T12:00:03.000Z
9015,1,1178822,26799,1243,4546,2017-12-26T18:19:43.000Z
9016,22,689157,10729,6191,2323,2017-12-26T22:00:51.000Z
9017,24,147317,5542,177,700,2017-12-27T23:00:00.000Z
9018,28,1060926,36405,1104,4631,2017-12-27T08:31:48.000Z
9019,23,1992386,81058,2407,3002,2017-12-27T17:00:16.000Z
9020,19,76533,821,177,251,2017-12-27T15:17:40.000Z
9021,17,525274,5199,404,3334,2017-12-27T16:32:56.000Z
9022,17,6969112,324853,3151,16270,2017-12-26T22:55:15.000Z
9023,1,265204,2419,264,216,2017-12-26T23:31:54.000Z
9024,15,177849,3736,113,389,2017-12-27T20:00:04.000Z
9025,17,220985,3293,1601,360,2017-12-28T07:51:13.000Z
9026,27,1431295,46635,2357,3608,2017-12-26T16:00:02.000Z
9027,24,358253,10857,430,1543,2017-12-26T21:00:01.000Z
9028,26,963653,29635,1034,816,2017-12-27T14:00:59.000Z
9029,19,285129,11625,335,2409,2017-12-27T15:00:00.000Z
9030,22,42826,3019,212,147,2017-12-27T20:01:59.000Z
9031,24,847289,32668,1941,10029,2017-12-26T15:59:05.000Z
9032,24,936582,26428,347,1998,2017-12-26T14:00:04.000Z
9033,24,321451,4384,202,397,2017-12-26T19:57:56.000Z
9034,1,755283,19118,545,1803,2017-12-26T17:09:01.000Z
9035,26,1858861,182062,1238,97560,2017-12-26T21:00:12.000Z
9036,1,81319,5089,300,1376,2017-12-27T04:42:08.000Z
9037,1,45851,335,110,125,2017-12-28T16:03:03.000Z
9038,17,227718,2627,366,670,2017-12-26T13:34:46.000Z
9039,24,867728,21201,1516,3419,2017-12-26T15:00:04.000Z
9040,24,292283,4437,496,620,2017-12-26T17:01:45.000Z
9041,28,22664,1052,25,84,2017-08-15T18:26:40.000Z
9042,24,1249378,17137,5445,6695,2017-12-25T18:28:18.000Z
9043,26,647752,16547,571,3107,2017-12-26T16:00:02.000Z
9044,24,40389,1215,288,583,2017-12-27T19:13:05.000Z
9045,24,1210780,26983,4893,11088,2017-12-25T18:28:32.000Z
9046,17,1057540,8505,569,2636,2017-12-26T05:26:03.000Z
9047,22,2123163,48008,5759,0,2017-12-25T15:02:43.000Z
9048,22,62469,860,773,346,2017-12-26T16:00:03.000Z
9049,28,606308,30754,782,1879,2017-12-26T15:45:57.000Z
9050,10,5739252,782030,9905,90039,2017-12-26T09:00:04.000Z
9051,23,129299,2258,71,147,2017-12-26T15:08:00.000Z
9052,28,130340,1783,43,201,2017-12-26T09:14:49.000Z
9053,2,466398,0,0,780,2017-12-25T03:08:33.000Z
9054,24,8636,57,22,14,2017-12-26T15:07:02.000Z
9055,24,681271,52466,1024,3217,2017-12-25T20:00:02.000Z
9056,2,39349,668,88,116,2017-10-30T01:30:42.000Z
9057,10,10681470,584191,29287,56301,2017-12-24T03:30:08.000Z
9058,24,2688985,35297,1545,1996,2017-12-23T18:00:00.000Z
9059,26,1460697,57250,2696,6581,2017-12-23T15:15:22.000Z
9060,24,2097311,103804,3723,25981,2017-12-23T22:00:00.000Z
9061,22,813551,58027,1010,4154,2017-12-23T18:00:11.000Z
9062,22,228285,4987,1537,1371,2017-12-23T15:21:28.000Z
9063,25,45151,438,60,188,2011-05-22T23:50:01.000Z
9064,2,163042,1162,276,251,2017-12-23T23:57:32.000Z
9065,23,3691632,226845,9606,21947,2017-12-23T21:57:30.000Z
9066,24,578739,32064,476,1645,2017-12-23T15:00:00.000Z
9067,22,1303932,98136,1336,5504,2017-12-23T22:13:37.000Z
9068,17,435222,13041,414,1295,2017-12-23T16:30:01.000Z
9069,23,863443,9249,2492,2057,2017-12-23T12:00:03.000Z
9070,23,1149921,8542,612,1969,2017-12-23T02:33:48.000Z
9071,28,2146742,24762,1758,0,2017-12-23T02:02:34.000Z
9072,1,91860,3284,449,967,2017-12-23T20:38:39.000Z
9073,25,147121,723,134,478,2017-12-23T13:02:21.000Z
9074,15,67410,4127,77,530,2017-12-23T22:35:07.000Z
9075,28,55155,618,173,92,2017-12-16T22:09:06.000Z
9076,25,240738,1493,220,1323,2017-12-23T01:13:57.000Z
9077,10,4056530,131219,17686,19641,2017-12-22T05:00:01.000Z
9078,25,1002654,13254,475,2495,2017-12-23T02:27:14.000Z
9079,24,80749,1772,172,139,2017-12-23T17:13:17.000Z
9080,22,9816365,289108,15752,25436,2017-12-22T05:00:02.000Z
9081,22,3425930,61451,4758,4037,2017-12-22T03:17:58.000Z
9082,25,729675,7538,825,2581,2017-12-22T14:38:13.000Z
9083,26,145398,6236,412,817,2017-12-23T18:23:30.000Z
9084,26,303075,8666,357,1046,2017-12-23T00:07:02.000Z
9085,10,2650348,91641,2899,6343,2017-12-22T05:00:00.000Z
9086,22,165753,4323,163,674,2017-12-23T04:58:20.000Z
9087,27,430440,10721,317,1480,2017-12-22T16:04:49.000Z
9088,24,263402,6242,289,752,2017-12-22T16:00:04.000Z
9089,26,126752,6219,134,333,2017-12-22T22:51:17.000Z
9090,10,484768,15597,1942,4118,2017-12-22T20:19:46.000Z
9091,19,103082,1126,89,232,2017-12-22T22:00:04.000Z
9092,24,1783227,136825,5561,11451,2017-12-22T21:00:20.000Z
9093,26,102587,3015,184,204,2017-12-22T23:44:14.000Z
9094,1,70015,1119,582,289,2017-12-22T19:30:00.000Z
9095,23,587204,18411,228,722,2017-12-22T13:17:35.000Z
9096,10,181706,10558,484,733,2017-12-22T22:58:04.000Z
9097,15,309612,12817,194,338,2017-12-22T13:00:03.000Z
9098,23,2027586,21709,2678,5069,2017-12-22T02:00:01.000Z
9099,1,1737147,12841,5198,3007,2017-12-21T17:32:30.000Z
9100,26,317215,32969,278,2629,2017-12-23T00:19:00.000Z
9101,25,186370,6355,6424,4420,2017-12-22T17:16:35.000Z
9102,28,222175,8411,235,733,2017-12-23T15:55:44.000Z
9103,10,1245087,74011,1549,4205,2017-12-22T17:00:44.000Z
9104,23,5654071,504461,4695,17705,2017-12-21T21:01:53.000Z
9105,24,1386334,16575,721,887,2017-12-21T19:05:06.000Z
9106,28,446081,2905,251,501,2017-12-22T12:07:38.000Z
9107,23,910805,24328,1654,1578,2017-12-22T05:04:32.000Z
9108,24,346175,5956,225,143,2017-12-23T11:53:33.000Z
9109,15,1397781,17957,271,1074,2017-12-21T17:00:08.000Z
9110,25,23083,321,207,116,2017-12-23T16:00:00.000Z
9111,24,87662,967,79,141,2017-12-22T15:00:02.000Z
9112,10,2938385,110472,2772,4124,2017-12-21T17:00:20.000Z
9113,1,97405,391,6,84,2014-06-21T06:36:55.000Z
9114,24,3787278,46369,4005,4189,2017-12-21T08:30:22.000Z
9115,24,963569,15645,788,4809,2017-12-21T12:00:03.000Z
9116,10,6419834,350912,18383,21844,2017-12-22T03:00:02.000Z
9117,27,1917008,107347,1403,6681,2017-12-21T13:38:50.000Z
9118,10,233962,7720,202,297,2017-12-22T05:00:04.000Z
9119,10,464820,13211,320,727,2017-12-22T05:01:12.000Z
9120,24,107809,5844,75,537,2017-12-22T11:30:01.000Z
9121,23,2753422,190669,1225,12175,2017-12-21T14:14:16.000Z
9122,1,3915324,51009,3454,2832,2017-12-20T15:43:22.000Z
9123,28,436824,19616,438,2232,2017-12-21T14:00:04.000Z
9124,10,25731876,748064,150029,76132,2017-12-20T20:00:02.000Z
9125,26,227097,7216,167,1702,2017-12-22T08:30:39.000Z
9126,10,440580,37782,314,1940,2017-12-21T23:09:28.000Z
9127,22,473723,7056,1830,949,2017-12-21T07:00:03.000Z
9128,10,513876,6368,556,403,2017-12-21T05:00:00.000Z
9129,25,458624,7841,289,3354,2017-12-22T04:31:29.000Z
9130,23,193779,5430,125,521,2017-12-22T11:40:25.000Z
9131,10,31873225,621537,34351,39214,2017-12-19T20:00:05.000Z
9132,24,95990,1906,117,202,2017-12-23T12:41:48.000Z
9133,10,15838,702,28,52,2017-12-22T15:58:16.000Z
9134,25,66739,746,271,258,2017-12-21T15:38:24.000Z
9135,10,22929,71,8,15,2017-12-22T17:30:27.000Z
9136,17,3085,2,0,0,2009-12-15T23:26:32.000Z
9137,24,5687,25,10,8,2017-12-22T14:00:02.000Z
9138,22,124364,4596,60,543,2017-12-22T07:00:00.000Z
9139,24,220371,6619,244,811,2017-12-21T15:09:12.000Z
9140,26,1238849,30617,855,1698,2017-12-20T17:01:03.000Z
